1729950878.347036652: PING 192.168.6.11 (192.168.6.11) 56(84) bytes of data.
1729950881.677972732: 64 bytes from 192.168.6.11: icmp_seq=34 ttl=64 time=0.814 ms
1729950881.780294427: 64 bytes from 192.168.6.11: icmp_seq=35 ttl=64 time=1.14 ms
1729950881.882115236: 64 bytes from 192.168.6.11: icmp_seq=36 ttl=64 time=3.27 ms
1729950881.980897095: 64 bytes from 192.168.6.11: icmp_seq=37 ttl=64 time=0.887 ms
1729950882.083601451: 64 bytes from 192.168.6.11: icmp_seq=38 ttl=64 time=1.10 ms
1729950882.183706646: 64 bytes from 192.168.6.11: icmp_seq=39 ttl=64 time=0.893 ms
1729950882.285223613: 64 bytes from 192.168.6.11: icmp_seq=40 ttl=64 time=1.58 ms
1729950882.386446740: 64 bytes from 192.168.6.11: icmp_seq=41 ttl=64 time=1.64 ms
1729950882.486599945: 64 bytes from 192.168.6.11: icmp_seq=42 ttl=64 time=2.05 ms
1729950882.586312692: 64 bytes from 192.168.6.11: icmp_seq=43 ttl=64 time=1.38 ms
1729950882.686482199: 64 bytes from 192.168.6.11: icmp_seq=44 ttl=64 time=1.12 ms
1729950882.786892821: 64 bytes from 192.168.6.11: icmp_seq=45 ttl=64 time=1.00 ms
1729950882.887094989: 64 bytes from 192.168.6.11: icmp_seq=46 ttl=64 time=1.34 ms
1729950882.988161691: 64 bytes from 192.168.6.11: icmp_seq=47 ttl=64 time=1.36 ms
1729950883.089432468: 64 bytes from 192.168.6.11: icmp_seq=48 ttl=64 time=1.51 ms
1729950883.190342539: 64 bytes from 192.168.6.11: icmp_seq=49 ttl=64 time=1.74 ms
1729950883.292009598: 64 bytes from 192.168.6.11: icmp_seq=50 ttl=64 time=2.32 ms
1729950883.393239580: 64 bytes from 192.168.6.11: icmp_seq=51 ttl=64 time=2.71 ms
1729950883.493810221: 64 bytes from 192.168.6.11: icmp_seq=52 ttl=64 time=2.15 ms
1729950883.592366375: 64 bytes from 192.168.6.11: icmp_seq=53 ttl=64 time=1.01 ms
1729950883.692959302: 64 bytes from 192.168.6.11: icmp_seq=54 ttl=64 time=1.86 ms
1729950883.794866080: 64 bytes from 192.168.6.11: icmp_seq=55 ttl=64 time=2.17 ms
1729950883.896303041: 64 bytes from 192.168.6.11: icmp_seq=56 ttl=64 time=2.86 ms
1729950883.995564408: 64 bytes from 192.168.6.11: icmp_seq=57 ttl=64 time=1.36 ms
1729950884.095912704: 64 bytes from 192.168.6.11: icmp_seq=58 ttl=64 time=0.982 ms
1729950884.196358843: 64 bytes from 192.168.6.11: icmp_seq=59 ttl=64 time=2.11 ms
1729950884.297515290: 64 bytes from 192.168.6.11: icmp_seq=60 ttl=64 time=2.29 ms
1729950884.397575040: 64 bytes from 192.168.6.11: icmp_seq=61 ttl=64 time=2.26 ms
1729950884.497299919: 64 bytes from 192.168.6.11: icmp_seq=62 ttl=64 time=1.58 ms
1729950884.598486245: 64 bytes from 192.168.6.11: icmp_seq=63 ttl=64 time=1.15 ms
1729950884.699304617: 64 bytes from 192.168.6.11: icmp_seq=64 ttl=64 time=1.94 ms
1729950884.800462422: 64 bytes from 192.168.6.11: icmp_seq=65 ttl=64 time=2.64 ms
1729950884.899448702: 64 bytes from 192.168.6.11: icmp_seq=66 ttl=64 time=1.30 ms
1729950885.003747519: 64 bytes from 192.168.6.11: icmp_seq=67 ttl=64 time=4.69 ms
1729950885.100436267: 64 bytes from 192.168.6.11: icmp_seq=68 ttl=64 time=1.82 ms
1729950885.200263174: 64 bytes from 192.168.6.11: icmp_seq=69 ttl=64 time=0.812 ms
1729950885.305064634: 64 bytes from 192.168.6.11: icmp_seq=70 ttl=64 time=1.94 ms
1729950885.405081157: 64 bytes from 192.168.6.11: icmp_seq=71 ttl=64 time=1.76 ms
1729950885.506262301: 64 bytes from 192.168.6.11: icmp_seq=72 ttl=64 time=2.53 ms
1729950885.607396498: 64 bytes from 192.168.6.11: icmp_seq=73 ttl=64 time=3.30 ms
1729950885.707615050: 64 bytes from 192.168.6.11: icmp_seq=74 ttl=64 time=3.01 ms
1729950885.810755381: 64 bytes from 192.168.6.11: icmp_seq=75 ttl=64 time=5.01 ms
1729950885.912165967: 64 bytes from 192.168.6.11: icmp_seq=76 ttl=64 time=5.98 ms
1729950886.013320672: 64 bytes from 192.168.6.11: icmp_seq=77 ttl=64 time=7.38 ms
1729950886.113589777: 64 bytes from 192.168.6.11: icmp_seq=78 ttl=64 time=7.11 ms
1729950886.213129083: 64 bytes from 192.168.6.11: icmp_seq=79 ttl=64 time=6.73 ms
1729950886.314155886: 64 bytes from 192.168.6.11: icmp_seq=80 ttl=64 time=6.41 ms
1729950886.415305501: 64 bytes from 192.168.6.11: icmp_seq=81 ttl=64 time=6.95 ms
1729950886.517312782: 64 bytes from 192.168.6.11: icmp_seq=82 ttl=64 time=8.30 ms
1729950886.617844135: 64 bytes from 192.168.6.11: icmp_seq=83 ttl=64 time=8.79 ms
1729950886.719973701: 64 bytes from 192.168.6.11: icmp_seq=84 ttl=64 time=9.80 ms
1729950886.817644337: 64 bytes from 192.168.6.11: icmp_seq=85 ttl=64 time=6.41 ms
1729950886.913501957: 64 bytes from 192.168.6.11: icmp_seq=86 ttl=64 time=0.978 ms
1729950887.013171048: 64 bytes from 192.168.6.11: icmp_seq=87 ttl=64 time=1.32 ms
1729950887.114738476: 64 bytes from 192.168.6.11: icmp_seq=88 ttl=64 time=1.79 ms
1729950887.214166461: 64 bytes from 192.168.6.11: icmp_seq=89 ttl=64 time=0.857 ms
1729950887.316498838: 64 bytes from 192.168.6.11: icmp_seq=90 ttl=64 time=1.83 ms
1729950887.417492351: 64 bytes from 192.168.6.11: icmp_seq=91 ttl=64 time=0.797 ms
1729950887.520335037: 64 bytes from 192.168.6.11: icmp_seq=92 ttl=64 time=0.903 ms
1729950887.624064103: 64 bytes from 192.168.6.11: icmp_seq=93 ttl=64 time=0.956 ms
1729950887.723815949: 64 bytes from 192.168.6.11: icmp_seq=94 ttl=64 time=1.01 ms
1729950887.824956292: 64 bytes from 192.168.6.11: icmp_seq=95 ttl=64 time=1.04 ms
1729950887.924813500: 64 bytes from 192.168.6.11: icmp_seq=96 ttl=64 time=0.976 ms
1729950888.025175122: 64 bytes from 192.168.6.11: icmp_seq=97 ttl=64 time=0.827 ms
1729950888.127421419: 64 bytes from 192.168.6.11: icmp_seq=98 ttl=64 time=0.836 ms
1729950888.232664560: 64 bytes from 192.168.6.11: icmp_seq=99 ttl=64 time=1.45 ms
1729950888.333775625: 64 bytes from 192.168.6.11: icmp_seq=100 ttl=64 time=2.59 ms
1729950888.434311403: 64 bytes from 192.168.6.11: icmp_seq=101 ttl=64 time=1.21 ms
1729950888.535243341: 64 bytes from 192.168.6.11: icmp_seq=102 ttl=64 time=2.76 ms
1729950888.634484029: 64 bytes from 192.168.6.11: icmp_seq=103 ttl=64 time=1.16 ms
1729950888.735074805: 64 bytes from 192.168.6.11: icmp_seq=104 ttl=64 time=1.32 ms
1729950888.837180081: 64 bytes from 192.168.6.11: icmp_seq=105 ttl=64 time=2.04 ms
1729950888.937415732: 64 bytes from 192.168.6.11: icmp_seq=106 ttl=64 time=2.08 ms
1729950889.037460853: 64 bytes from 192.168.6.11: icmp_seq=107 ttl=64 time=1.95 ms
1729950889.136888354: 64 bytes from 192.168.6.11: icmp_seq=108 ttl=64 time=1.09 ms
1729950889.237135577: 64 bytes from 192.168.6.11: icmp_seq=109 ttl=64 time=0.962 ms
1729950889.337795612: 64 bytes from 192.168.6.11: icmp_seq=110 ttl=64 time=1.37 ms
1729950889.438218908: 64 bytes from 192.168.6.11: icmp_seq=111 ttl=64 time=1.68 ms
1729950889.538865652: 64 bytes from 192.168.6.11: icmp_seq=112 ttl=64 time=1.34 ms
1729950889.639189964: 64 bytes from 192.168.6.11: icmp_seq=113 ttl=64 time=0.866 ms
1729950889.745806489: 64 bytes from 192.168.6.11: icmp_seq=114 ttl=64 time=2.51 ms
1729950889.849639629: 64 bytes from 192.168.6.11: icmp_seq=115 ttl=64 time=5.56 ms
1729950889.947965641: 64 bytes from 192.168.6.11: icmp_seq=116 ttl=64 time=3.67 ms
1729950890.049440124: 64 bytes from 192.168.6.11: icmp_seq=117 ttl=64 time=3.37 ms
1729950890.151314730: 64 bytes from 192.168.6.11: icmp_seq=118 ttl=64 time=4.34 ms
1729950890.256849916: 64 bytes from 192.168.6.11: icmp_seq=119 ttl=64 time=3.18 ms
1729950890.353634074: 64 bytes from 192.168.6.11: icmp_seq=120 ttl=64 time=6.14 ms
1729950890.451151826: 64 bytes from 192.168.6.11: icmp_seq=121 ttl=64 time=2.69 ms
1729950890.552838000: 64 bytes from 192.168.6.11: icmp_seq=122 ttl=64 time=3.69 ms
1729950890.655620577: 64 bytes from 192.168.6.11: icmp_seq=123 ttl=64 time=5.71 ms
1729950890.756883982: 64 bytes from 192.168.6.11: icmp_seq=124 ttl=64 time=5.36 ms
1729950890.857356530: 64 bytes from 192.168.6.11: icmp_seq=125 ttl=64 time=5.47 ms
1729950890.956283293: 64 bytes from 192.168.6.11: icmp_seq=126 ttl=64 time=4.10 ms
1729950891.058178627: 64 bytes from 192.168.6.11: icmp_seq=127 ttl=64 time=5.05 ms
1729950891.157908349: 64 bytes from 192.168.6.11: icmp_seq=128 ttl=64 time=4.15 ms
1729950891.257705314: 64 bytes from 192.168.6.11: icmp_seq=129 ttl=64 time=4.03 ms
1729950891.358200757: 64 bytes from 192.168.6.11: icmp_seq=130 ttl=64 time=4.19 ms
1729950891.457773790: 64 bytes from 192.168.6.11: icmp_seq=131 ttl=64 time=3.12 ms
1729950891.557928010: 64 bytes from 192.168.6.11: icmp_seq=132 ttl=64 time=2.78 ms
1729950891.656789176: 64 bytes from 192.168.6.11: icmp_seq=133 ttl=64 time=1.59 ms
1729950891.761013706: 64 bytes from 192.168.6.11: icmp_seq=134 ttl=64 time=4.11 ms
1729950891.858960258: 64 bytes from 192.168.6.11: icmp_seq=135 ttl=64 time=2.32 ms
1729950891.960420717: 64 bytes from 192.168.6.11: icmp_seq=136 ttl=64 time=2.72 ms
1729950892.063236937: 64 bytes from 192.168.6.11: icmp_seq=137 ttl=64 time=4.29 ms
1729950892.165026888: 64 bytes from 192.168.6.11: icmp_seq=138 ttl=64 time=5.64 ms
1729950892.264727887: 64 bytes from 192.168.6.11: icmp_seq=139 ttl=64 time=4.54 ms
1729950892.364296071: 64 bytes from 192.168.6.11: icmp_seq=140 ttl=64 time=2.88 ms
1729950892.466363052: 64 bytes from 192.168.6.11: icmp_seq=141 ttl=64 time=3.43 ms
1729950892.569238554: 64 bytes from 192.168.6.11: icmp_seq=142 ttl=64 time=5.65 ms
1729950892.673383166: 64 bytes from 192.168.6.11: icmp_seq=143 ttl=64 time=8.68 ms
1729950892.772479879: 64 bytes from 192.168.6.11: icmp_seq=144 ttl=64 time=6.97 ms
1729950892.872500390: 64 bytes from 192.168.6.11: icmp_seq=145 ttl=64 time=6.82 ms
1729950892.975932752: 64 bytes from 192.168.6.11: icmp_seq=146 ttl=64 time=8.33 ms
1729950893.075828969: 64 bytes from 192.168.6.11: icmp_seq=147 ttl=64 time=8.82 ms
1729950893.182017990: 64 bytes from 192.168.6.11: icmp_seq=148 ttl=64 time=13.8 ms
1729950893.280447923: 64 bytes from 192.168.6.11: icmp_seq=149 ttl=64 time=11.2 ms
1729950893.381807152: 64 bytes from 192.168.6.11: icmp_seq=150 ttl=64 time=11.8 ms
1729950893.484209647: 64 bytes from 192.168.6.11: icmp_seq=151 ttl=64 time=12.8 ms
1729950893.583184508: 64 bytes from 192.168.6.11: icmp_seq=152 ttl=64 time=10.7 ms
1729950893.684871644: 64 bytes from 192.168.6.11: icmp_seq=153 ttl=64 time=11.3 ms
1729950893.782734284: 64 bytes from 192.168.6.11: icmp_seq=154 ttl=64 time=8.74 ms
1729950893.882854813: 64 bytes from 192.168.6.11: icmp_seq=155 ttl=64 time=8.22 ms
1729950893.989613851: 64 bytes from 192.168.6.11: icmp_seq=156 ttl=64 time=14.5 ms
1729950894.082093704: 64 bytes from 192.168.6.11: icmp_seq=157 ttl=64 time=5.56 ms
1729950894.186021071: 64 bytes from 192.168.6.11: icmp_seq=158 ttl=64 time=8.80 ms
1729950894.284341638: 64 bytes from 192.168.6.11: icmp_seq=159 ttl=64 time=5.83 ms
1729950894.385328483: 64 bytes from 192.168.6.11: icmp_seq=160 ttl=64 time=5.62 ms
1729950894.485733362: 64 bytes from 192.168.6.11: icmp_seq=161 ttl=64 time=5.25 ms
1729950894.588164588: 64 bytes from 192.168.6.11: icmp_seq=162 ttl=64 time=7.02 ms
1729950894.685213919: 64 bytes from 192.168.6.11: icmp_seq=163 ttl=64 time=4.49 ms
1729950894.787523693: 64 bytes from 192.168.6.11: icmp_seq=164 ttl=64 time=5.32 ms
1729950894.888112502: 64 bytes from 192.168.6.11: icmp_seq=165 ttl=64 time=5.59 ms
1729950894.988887673: 64 bytes from 192.168.6.11: icmp_seq=166 ttl=64 time=5.67 ms
1729950895.089896434: 64 bytes from 192.168.6.11: icmp_seq=167 ttl=64 time=5.21 ms
1729950895.190360196: 64 bytes from 192.168.6.11: icmp_seq=168 ttl=64 time=5.24 ms
1729950895.290552537: 64 bytes from 192.168.6.11: icmp_seq=169 ttl=64 time=4.85 ms
1729950895.391960803: 64 bytes from 192.168.6.11: icmp_seq=170 ttl=64 time=5.24 ms
1729950895.493663942: 64 bytes from 192.168.6.11: icmp_seq=171 ttl=64 time=6.01 ms
1729950895.592591976: 64 bytes from 192.168.6.11: icmp_seq=172 ttl=64 time=4.95 ms
1729950895.693471022: 64 bytes from 192.168.6.11: icmp_seq=173 ttl=64 time=5.53 ms
1729950895.794157397: 64 bytes from 192.168.6.11: icmp_seq=174 ttl=64 time=5.47 ms
1729950895.894752714: 64 bytes from 192.168.6.11: icmp_seq=175 ttl=64 time=5.78 ms
1729950895.998158773: 64 bytes from 192.168.6.11: icmp_seq=176 ttl=64 time=8.15 ms
1729950896.097861872: 64 bytes from 192.168.6.11: icmp_seq=177 ttl=64 time=6.61 ms
1729950896.197379091: 64 bytes from 192.168.6.11: icmp_seq=178 ttl=64 time=5.83 ms
1729950896.297863404: 64 bytes from 192.168.6.11: icmp_seq=179 ttl=64 time=5.55 ms
1729950896.398303766: 64 bytes from 192.168.6.11: icmp_seq=180 ttl=64 time=5.59 ms
1729950896.501507609: 64 bytes from 192.168.6.11: icmp_seq=181 ttl=64 time=7.68 ms
1729950896.600726846: 64 bytes from 192.168.6.11: icmp_seq=182 ttl=64 time=6.26 ms
1729950896.700703921: 64 bytes from 192.168.6.11: icmp_seq=183 ttl=64 time=6.05 ms
1729950896.800803492: 64 bytes from 192.168.6.11: icmp_seq=184 ttl=64 time=6.21 ms
1729950896.901233613: 64 bytes from 192.168.6.11: icmp_seq=185 ttl=64 time=5.73 ms
1729950897.005270215: 64 bytes from 192.168.6.11: icmp_seq=186 ttl=64 time=9.01 ms
1729950897.101555322: 64 bytes from 192.168.6.11: icmp_seq=187 ttl=64 time=5.89 ms
1729950897.201842961: 64 bytes from 192.168.6.11: icmp_seq=188 ttl=64 time=5.46 ms
1729950897.302770964: 64 bytes from 192.168.6.11: icmp_seq=189 ttl=64 time=5.42 ms
1729950897.406394209: 64 bytes from 192.168.6.11: icmp_seq=190 ttl=64 time=7.98 ms
1729950897.502830338: 64 bytes from 192.168.6.11: icmp_seq=191 ttl=64 time=4.88 ms
1729950897.603424219: 64 bytes from 192.168.6.11: icmp_seq=192 ttl=64 time=4.45 ms
1729950897.705209403: 64 bytes from 192.168.6.11: icmp_seq=193 ttl=64 time=5.40 ms
1729950897.807481936: 64 bytes from 192.168.6.11: icmp_seq=194 ttl=64 time=7.08 ms
1729950897.905110032: 64 bytes from 192.168.6.11: icmp_seq=195 ttl=64 time=4.14 ms
1729950898.005321709: 64 bytes from 192.168.6.11: icmp_seq=196 ttl=64 time=3.94 ms
1729950898.105018385: 64 bytes from 192.168.6.11: icmp_seq=197 ttl=64 time=4.14 ms
1729950898.203562495: 64 bytes from 192.168.6.11: icmp_seq=198 ttl=64 time=2.39 ms
1729950898.309061987: 64 bytes from 192.168.6.11: icmp_seq=199 ttl=64 time=7.41 ms
1729950898.406507334: 64 bytes from 192.168.6.11: icmp_seq=200 ttl=64 time=4.32 ms
1729950898.506373813: 64 bytes from 192.168.6.11: icmp_seq=201 ttl=64 time=4.34 ms
1729950898.608018713: 64 bytes from 192.168.6.11: icmp_seq=202 ttl=64 time=4.52 ms
1729950898.709187236: 64 bytes from 192.168.6.11: icmp_seq=203 ttl=64 time=5.18 ms
1729950898.812702856: 64 bytes from 192.168.6.11: icmp_seq=204 ttl=64 time=8.68 ms
1729950898.911127548: 64 bytes from 192.168.6.11: icmp_seq=205 ttl=64 time=6.32 ms
1729950899.012353458: 64 bytes from 192.168.6.11: icmp_seq=206 ttl=64 time=6.65 ms
1729950899.114710094: 64 bytes from 192.168.6.11: icmp_seq=207 ttl=64 time=7.36 ms
1729950899.215716675: 64 bytes from 192.168.6.11: icmp_seq=208 ttl=64 time=8.84 ms
1729950899.319264709: 64 bytes from 192.168.6.11: icmp_seq=209 ttl=64 time=11.4 ms
1729950899.420600300: 64 bytes from 192.168.6.11: icmp_seq=210 ttl=64 time=11.5 ms
1729950899.522895111: 64 bytes from 192.168.6.11: icmp_seq=211 ttl=64 time=13.0 ms
1729950899.614185430: 64 bytes from 192.168.6.11: icmp_seq=212 ttl=64 time=4.32 ms
1729950899.714314329: 64 bytes from 192.168.6.11: icmp_seq=213 ttl=64 time=3.29 ms
1729950899.814998548: 64 bytes from 192.168.6.11: icmp_seq=214 ttl=64 time=3.56 ms
1729950899.914472005: 64 bytes from 192.168.6.11: icmp_seq=215 ttl=64 time=2.78 ms
1729950900.020730100: 64 bytes from 192.168.6.11: icmp_seq=216 ttl=64 time=8.23 ms
1729950900.117652463: 64 bytes from 192.168.6.11: icmp_seq=217 ttl=64 time=3.80 ms
1729950900.217747363: 64 bytes from 192.168.6.11: icmp_seq=218 ttl=64 time=3.33 ms
1729950900.318849047: 64 bytes from 192.168.6.11: icmp_seq=219 ttl=64 time=3.55 ms
1729950900.420174995: 64 bytes from 192.168.6.11: icmp_seq=220 ttl=64 time=3.72 ms
1729950900.524268082: 64 bytes from 192.168.6.11: icmp_seq=221 ttl=64 time=7.07 ms
1729950900.621925451: 64 bytes from 192.168.6.11: icmp_seq=222 ttl=64 time=4.09 ms
1729950900.721452147: 64 bytes from 192.168.6.11: icmp_seq=223 ttl=64 time=3.75 ms
1729950900.822704999: 64 bytes from 192.168.6.11: icmp_seq=224 ttl=64 time=3.98 ms
1729950900.922347293: 64 bytes from 192.168.6.11: icmp_seq=225 ttl=64 time=3.17 ms
1729950901.023414220: 64 bytes from 192.168.6.11: icmp_seq=226 ttl=64 time=4.12 ms
1729950901.121720354: 64 bytes from 192.168.6.11: icmp_seq=227 ttl=64 time=1.44 ms
1729950901.224004342: 64 bytes from 192.168.6.11: icmp_seq=228 ttl=64 time=3.42 ms
1729950901.323774640: 64 bytes from 192.168.6.11: icmp_seq=229 ttl=64 time=2.63 ms
1729950901.424492919: 64 bytes from 192.168.6.11: icmp_seq=230 ttl=64 time=2.35 ms
1729950901.524754533: 64 bytes from 192.168.6.11: icmp_seq=231 ttl=64 time=2.23 ms
1729950901.623939419: 64 bytes from 192.168.6.11: icmp_seq=232 ttl=64 time=1.12 ms
1729950901.725464062: 64 bytes from 192.168.6.11: icmp_seq=233 ttl=64 time=2.35 ms
1729950901.824788638: 64 bytes from 192.168.6.11: icmp_seq=234 ttl=64 time=0.921 ms
1729950901.930499919: 64 bytes from 192.168.6.11: icmp_seq=235 ttl=64 time=3.53 ms
1729950902.033344937: 64 bytes from 192.168.6.11: icmp_seq=236 ttl=64 time=5.25 ms
1729950902.132733534: 64 bytes from 192.168.6.11: icmp_seq=237 ttl=64 time=4.62 ms
1729950902.232899869: 64 bytes from 192.168.6.11: icmp_seq=238 ttl=64 time=3.60 ms
1729950902.335810769: 64 bytes from 192.168.6.11: icmp_seq=239 ttl=64 time=5.17 ms
1729950902.434913911: 64 bytes from 192.168.6.11: icmp_seq=240 ttl=64 time=3.77 ms
1729950902.537218135: 64 bytes from 192.168.6.11: icmp_seq=241 ttl=64 time=5.33 ms
1729950902.635347642: 64 bytes from 192.168.6.11: icmp_seq=242 ttl=64 time=3.37 ms
1729950902.737796786: 64 bytes from 192.168.6.11: icmp_seq=243 ttl=64 time=4.61 ms
1729950902.838859520: 64 bytes from 192.168.6.11: icmp_seq=244 ttl=64 time=4.79 ms
1729950902.939481782: 64 bytes from 192.168.6.11: icmp_seq=245 ttl=64 time=4.45 ms
1729950903.040980168: 64 bytes from 192.168.6.11: icmp_seq=246 ttl=64 time=4.60 ms
1729950903.141971584: 64 bytes from 192.168.6.11: icmp_seq=247 ttl=64 time=4.68 ms
1729950903.242922384: 64 bytes from 192.168.6.11: icmp_seq=248 ttl=64 time=5.33 ms
1729950903.342916673: 64 bytes from 192.168.6.11: icmp_seq=249 ttl=64 time=5.01 ms
1729950903.443103851: 64 bytes from 192.168.6.11: icmp_seq=250 ttl=64 time=4.11 ms
1729950903.542996179: 64 bytes from 192.168.6.11: icmp_seq=251 ttl=64 time=3.92 ms
1729950903.642272016: 64 bytes from 192.168.6.11: icmp_seq=252 ttl=64 time=3.57 ms
1729950903.744641390: 64 bytes from 192.168.6.11: icmp_seq=253 ttl=64 time=4.71 ms
1729950903.845254599: 64 bytes from 192.168.6.11: icmp_seq=254 ttl=64 time=4.29 ms
1729950903.945973576: 64 bytes from 192.168.6.11: icmp_seq=255 ttl=64 time=3.79 ms
1729950904.046526362: 64 bytes from 192.168.6.11: icmp_seq=256 ttl=64 time=3.38 ms
1729950904.147175564: 64 bytes from 192.168.6.11: icmp_seq=257 ttl=64 time=3.47 ms
1729950904.249253002: 64 bytes from 192.168.6.11: icmp_seq=258 ttl=64 time=4.65 ms
1729950904.353184770: 64 bytes from 192.168.6.11: icmp_seq=259 ttl=64 time=7.43 ms
1729950904.452993006: 64 bytes from 192.168.6.11: icmp_seq=260 ttl=64 time=6.70 ms
1729950904.555317897: 64 bytes from 192.168.6.11: icmp_seq=261 ttl=64 time=7.73 ms
1729950904.656215534: 64 bytes from 192.168.6.11: icmp_seq=262 ttl=64 time=7.61 ms
1729950904.757739908: 64 bytes from 192.168.6.11: icmp_seq=263 ttl=64 time=8.35 ms
1729950904.858916793: 64 bytes from 192.168.6.11: icmp_seq=264 ttl=64 time=8.63 ms
1729950904.961180226: 64 bytes from 192.168.6.11: icmp_seq=265 ttl=64 time=9.92 ms
1729950905.061370017: 64 bytes from 192.168.6.11: icmp_seq=266 ttl=64 time=9.77 ms
1729950905.162660680: 64 bytes from 192.168.6.11: icmp_seq=267 ttl=64 time=10.2 ms
1729950905.263917839: 64 bytes from 192.168.6.11: icmp_seq=268 ttl=64 time=10.9 ms
1729950905.363909326: 64 bytes from 192.168.6.11: icmp_seq=269 ttl=64 time=10.9 ms
1729950905.464457309: 64 bytes from 192.168.6.11: icmp_seq=270 ttl=64 time=11.1 ms
1729950905.565184489: 64 bytes from 192.168.6.11: icmp_seq=271 ttl=64 time=11.1 ms
1729950905.665224818: 64 bytes from 192.168.6.11: icmp_seq=272 ttl=64 time=10.8 ms
1729950905.762271055: 64 bytes from 192.168.6.11: icmp_seq=273 ttl=64 time=7.58 ms
1729950905.864542337: 64 bytes from 192.168.6.11: icmp_seq=274 ttl=64 time=8.53 ms
1729950905.961825003: 64 bytes from 192.168.6.11: icmp_seq=275 ttl=64 time=5.66 ms
1729950906.061292385: 64 bytes from 192.168.6.11: icmp_seq=276 ttl=64 time=4.63 ms
1729950906.162719486: 64 bytes from 192.168.6.11: icmp_seq=277 ttl=64 time=4.89 ms
1729950906.264212891: 64 bytes from 192.168.6.11: icmp_seq=278 ttl=64 time=5.38 ms
1729950906.364733509: 64 bytes from 192.168.6.11: icmp_seq=279 ttl=64 time=5.06 ms
1729950906.465131384: 64 bytes from 192.168.6.11: icmp_seq=280 ttl=64 time=5.30 ms
1729950906.565048336: 64 bytes from 192.168.6.11: icmp_seq=281 ttl=64 time=4.51 ms
1729950906.667196158: 64 bytes from 192.168.6.11: icmp_seq=282 ttl=64 time=6.34 ms
1729950906.768949253: 64 bytes from 192.168.6.11: icmp_seq=283 ttl=64 time=6.95 ms
1729950906.866459854: 64 bytes from 192.168.6.11: icmp_seq=284 ttl=64 time=4.37 ms
