1729950878.325322412: PING 192.168.6.31 (192.168.6.31) 56(84) bytes of data.
1729950886.380482653: 64 bytes from 192.168.6.31: icmp_seq=81 ttl=63 time=2.43 ms
1729950886.482451151: 64 bytes from 192.168.6.31: icmp_seq=82 ttl=63 time=4.01 ms
1729950886.580386426: 64 bytes from 192.168.6.31: icmp_seq=83 ttl=63 time=2.50 ms
1729950886.680283655: 64 bytes from 192.168.6.31: icmp_seq=84 ttl=63 time=1.63 ms
1729950886.782140107: 64 bytes from 192.168.6.31: icmp_seq=85 ttl=63 time=2.58 ms
1729950886.883740056: 64 bytes from 192.168.6.31: icmp_seq=86 ttl=63 time=3.14 ms
1729950886.983237417: 64 bytes from 192.168.6.31: icmp_seq=87 ttl=63 time=2.52 ms
1729950887.083721674: 64 bytes from 192.168.6.31: icmp_seq=88 ttl=63 time=2.34 ms
1729950887.184072637: 64 bytes from 192.168.6.31: icmp_seq=89 ttl=63 time=1.54 ms
1729950887.285330426: 64 bytes from 192.168.6.31: icmp_seq=90 ttl=63 time=2.61 ms
1729950887.387267116: 64 bytes from 192.168.6.31: icmp_seq=91 ttl=63 time=2.89 ms
1729950887.486637463: 64 bytes from 192.168.6.31: icmp_seq=92 ttl=63 time=1.92 ms
1729950887.589021578: 64 bytes from 192.168.6.31: icmp_seq=93 ttl=63 time=2.50 ms
1729950887.688783908: 64 bytes from 192.168.6.31: icmp_seq=94 ttl=63 time=1.58 ms
1729950887.793559440: 64 bytes from 192.168.6.31: icmp_seq=95 ttl=63 time=5.05 ms
1729950887.891520723: 64 bytes from 192.168.6.31: icmp_seq=96 ttl=63 time=3.02 ms
1729950887.991578073: 64 bytes from 192.168.6.31: icmp_seq=97 ttl=63 time=2.91 ms
1729950888.093025929: 64 bytes from 192.168.6.31: icmp_seq=98 ttl=63 time=3.70 ms
1729950888.192596518: 64 bytes from 192.168.6.31: icmp_seq=99 ttl=63 time=1.46 ms
1729950888.297795995: 64 bytes from 192.168.6.31: icmp_seq=100 ttl=63 time=6.67 ms
1729950888.395618080: 64 bytes from 192.168.6.31: icmp_seq=101 ttl=63 time=3.05 ms
1729950888.495921606: 64 bytes from 192.168.6.31: icmp_seq=102 ttl=63 time=2.95 ms
1729950888.595878733: 64 bytes from 192.168.6.31: icmp_seq=103 ttl=63 time=3.05 ms
1729950888.698284151: 64 bytes from 192.168.6.31: icmp_seq=104 ttl=63 time=4.87 ms
1729950888.795651518: 64 bytes from 192.168.6.31: icmp_seq=105 ttl=63 time=2.79 ms
1729950888.896987104: 64 bytes from 192.168.6.31: icmp_seq=106 ttl=63 time=1.73 ms
1729950888.998663094: 64 bytes from 192.168.6.31: icmp_seq=107 ttl=63 time=3.12 ms
1729950889.100226124: 64 bytes from 192.168.6.31: icmp_seq=108 ttl=63 time=5.00 ms
1729950889.201811204: 64 bytes from 192.168.6.31: icmp_seq=109 ttl=63 time=5.58 ms
1729950889.299435226: 64 bytes from 192.168.6.31: icmp_seq=110 ttl=63 time=2.61 ms
1729950889.399591209: 64 bytes from 192.168.6.31: icmp_seq=111 ttl=63 time=1.57 ms
1729950889.505716887: 64 bytes from 192.168.6.31: icmp_seq=112 ttl=63 time=6.25 ms
1729950889.602516973: 64 bytes from 192.168.6.31: icmp_seq=113 ttl=63 time=2.04 ms
1729950889.706459156: 64 bytes from 192.168.6.31: icmp_seq=114 ttl=63 time=5.78 ms
1729950889.804538360: 64 bytes from 192.168.6.31: icmp_seq=115 ttl=63 time=2.49 ms
1729950889.905065551: 64 bytes from 192.168.6.31: icmp_seq=116 ttl=63 time=2.02 ms
1729950890.007194586: 64 bytes from 192.168.6.31: icmp_seq=117 ttl=63 time=4.46 ms
1729950890.109400433: 64 bytes from 192.168.6.31: icmp_seq=118 ttl=63 time=5.05 ms
1729950890.212322801: 64 bytes from 192.168.6.31: icmp_seq=119 ttl=63 time=8.24 ms
1729950890.309333733: 64 bytes from 192.168.6.31: icmp_seq=120 ttl=63 time=4.27 ms
1729950890.410552910: 64 bytes from 192.168.6.31: icmp_seq=121 ttl=63 time=5.30 ms
1729950890.514275567: 64 bytes from 192.168.6.31: icmp_seq=122 ttl=63 time=7.77 ms
1729950890.617810888: 64 bytes from 192.168.6.31: icmp_seq=123 ttl=63 time=10.9 ms
1729950890.718693242: 64 bytes from 192.168.6.31: icmp_seq=124 ttl=63 time=12.0 ms
1729950890.820208376: 64 bytes from 192.168.6.31: icmp_seq=125 ttl=63 time=12.8 ms
1729950890.922361682: 64 bytes from 192.168.6.31: icmp_seq=126 ttl=63 time=14.2 ms
1729950891.021103102: 64 bytes from 192.168.6.31: icmp_seq=127 ttl=63 time=11.4 ms
1729950891.112496528: 64 bytes from 192.168.6.31: icmp_seq=128 ttl=63 time=2.29 ms
1729950891.214327379: 64 bytes from 192.168.6.31: icmp_seq=129 ttl=63 time=3.63 ms
1729950891.313163898: 64 bytes from 192.168.6.31: icmp_seq=130 ttl=63 time=1.63 ms
1729950891.415193526: 64 bytes from 192.168.6.31: icmp_seq=131 ttl=63 time=2.51 ms
1729950891.516637539: 64 bytes from 192.168.6.31: icmp_seq=132 ttl=63 time=3.13 ms
1729950891.615196608: 64 bytes from 192.168.6.31: icmp_seq=133 ttl=63 time=2.22 ms
1729950891.716993400: 64 bytes from 192.168.6.31: icmp_seq=134 ttl=63 time=3.09 ms
1729950891.815964972: 64 bytes from 192.168.6.31: icmp_seq=135 ttl=63 time=1.64 ms
1729950891.918687980: 64 bytes from 192.168.6.31: icmp_seq=136 ttl=63 time=3.15 ms
1729950892.018278159: 64 bytes from 192.168.6.31: icmp_seq=137 ttl=63 time=2.54 ms
1729950892.119101939: 64 bytes from 192.168.6.31: icmp_seq=138 ttl=63 time=2.60 ms
1729950892.219819228: 64 bytes from 192.168.6.31: icmp_seq=139 ttl=63 time=2.71 ms
1729950892.319941343: 64 bytes from 192.168.6.31: icmp_seq=140 ttl=63 time=1.51 ms
1729950892.420657779: 64 bytes from 192.168.6.31: icmp_seq=141 ttl=63 time=2.07 ms
1729950892.521185573: 64 bytes from 192.168.6.31: icmp_seq=142 ttl=63 time=1.58 ms
1729950892.622766099: 64 bytes from 192.168.6.31: icmp_seq=143 ttl=63 time=2.44 ms
1729950892.723973868: 64 bytes from 192.168.6.31: icmp_seq=144 ttl=63 time=2.96 ms
1729950892.823607262: 64 bytes from 192.168.6.31: icmp_seq=145 ttl=63 time=2.31 ms
1729950892.924376939: 64 bytes from 192.168.6.31: icmp_seq=146 ttl=63 time=2.53 ms
1729950893.023946444: 64 bytes from 192.168.6.31: icmp_seq=147 ttl=63 time=1.57 ms
1729950893.126067802: 64 bytes from 192.168.6.31: icmp_seq=148 ttl=63 time=2.63 ms
1729950893.231828516: 64 bytes from 192.168.6.31: icmp_seq=149 ttl=63 time=7.99 ms
1729950893.326627394: 64 bytes from 192.168.6.31: icmp_seq=150 ttl=63 time=2.36 ms
1729950893.427945411: 64 bytes from 192.168.6.31: icmp_seq=151 ttl=63 time=3.02 ms
1729950893.527074230: 64 bytes from 192.168.6.31: icmp_seq=152 ttl=63 time=2.16 ms
1729950893.628002062: 64 bytes from 192.168.6.31: icmp_seq=153 ttl=63 time=2.31 ms
1729950893.728080777: 64 bytes from 192.168.6.31: icmp_seq=154 ttl=63 time=1.58 ms
1729950893.829967679: 64 bytes from 192.168.6.31: icmp_seq=155 ttl=63 time=2.61 ms
1729950893.930964077: 64 bytes from 192.168.6.31: icmp_seq=156 ttl=63 time=2.74 ms
1729950894.032958862: 64 bytes from 192.168.6.31: icmp_seq=157 ttl=63 time=4.23 ms
1729950894.133546722: 64 bytes from 192.168.6.31: icmp_seq=158 ttl=63 time=3.83 ms
1729950894.232700616: 64 bytes from 192.168.6.31: icmp_seq=159 ttl=63 time=1.58 ms
1729950894.334924023: 64 bytes from 192.168.6.31: icmp_seq=160 ttl=63 time=3.26 ms
1729950894.435125994: 64 bytes from 192.168.6.31: icmp_seq=161 ttl=63 time=2.85 ms
1729950894.535841109: 64 bytes from 192.168.6.31: icmp_seq=162 ttl=63 time=2.44 ms
1729950894.637270299: 64 bytes from 192.168.6.31: icmp_seq=163 ttl=63 time=3.13 ms
1729950894.736011530: 64 bytes from 192.168.6.31: icmp_seq=164 ttl=63 time=1.55 ms
1729950894.838167094: 64 bytes from 192.168.6.31: icmp_seq=165 ttl=63 time=3.10 ms
1729950894.937168066: 64 bytes from 192.168.6.31: icmp_seq=166 ttl=63 time=1.75 ms
1729950895.039263076: 64 bytes from 192.168.6.31: icmp_seq=167 ttl=63 time=2.78 ms
1729950895.139603963: 64 bytes from 192.168.6.31: icmp_seq=168 ttl=63 time=2.45 ms
1729950895.239613586: 64 bytes from 192.168.6.31: icmp_seq=169 ttl=63 time=1.85 ms
1729950895.341845641: 64 bytes from 192.168.6.31: icmp_seq=170 ttl=63 time=2.78 ms
1729950895.443603419: 64 bytes from 192.168.6.31: icmp_seq=171 ttl=63 time=3.55 ms
1729950895.543170406: 64 bytes from 192.168.6.31: icmp_seq=172 ttl=63 time=2.24 ms
1729950895.644067733: 64 bytes from 192.168.6.31: icmp_seq=173 ttl=63 time=2.44 ms
1729950895.746116942: 64 bytes from 192.168.6.31: icmp_seq=174 ttl=63 time=3.97 ms
1729950895.846184971: 64 bytes from 192.168.6.31: icmp_seq=175 ttl=63 time=3.80 ms
1729950895.948204544: 64 bytes from 192.168.6.31: icmp_seq=176 ttl=63 time=4.76 ms
1729950896.047478171: 64 bytes from 192.168.6.31: icmp_seq=177 ttl=63 time=3.29 ms
1729950896.148055273: 64 bytes from 192.168.6.31: icmp_seq=178 ttl=63 time=3.87 ms
1729950896.251428159: 64 bytes from 192.168.6.31: icmp_seq=179 ttl=63 time=5.63 ms
1729950896.354133380: 64 bytes from 192.168.6.31: icmp_seq=180 ttl=63 time=7.34 ms
1729950896.455860782: 64 bytes from 192.168.6.31: icmp_seq=181 ttl=63 time=8.20 ms
1729950896.556190339: 64 bytes from 192.168.6.31: icmp_seq=182 ttl=63 time=8.28 ms
1729950896.658289729: 64 bytes from 192.168.6.31: icmp_seq=183 ttl=63 time=9.57 ms
1729950896.760983301: 64 bytes from 192.168.6.31: icmp_seq=184 ttl=63 time=12.2 ms
1729950896.863598047: 64 bytes from 192.168.6.31: icmp_seq=185 ttl=63 time=13.9 ms
1729950896.967614496: 64 bytes from 192.168.6.31: icmp_seq=186 ttl=63 time=17.6 ms
1729950897.060870451: 64 bytes from 192.168.6.31: icmp_seq=187 ttl=63 time=10.6 ms
1729950897.153598310: 64 bytes from 192.168.6.31: icmp_seq=188 ttl=63 time=2.26 ms
1729950897.254548425: 64 bytes from 192.168.6.31: icmp_seq=189 ttl=63 time=2.87 ms
1729950897.356280167: 64 bytes from 192.168.6.31: icmp_seq=190 ttl=63 time=3.20 ms
1729950897.459721634: 64 bytes from 192.168.6.31: icmp_seq=191 ttl=63 time=6.39 ms
1729950897.557130139: 64 bytes from 192.168.6.31: icmp_seq=192 ttl=63 time=3.16 ms
1729950897.656376531: 64 bytes from 192.168.6.31: icmp_seq=193 ttl=63 time=1.66 ms
1729950897.757654413: 64 bytes from 192.168.6.31: icmp_seq=194 ttl=63 time=3.47 ms
1729950897.859409658: 64 bytes from 192.168.6.31: icmp_seq=195 ttl=63 time=4.16 ms
1729950897.960104104: 64 bytes from 192.168.6.31: icmp_seq=196 ttl=63 time=4.85 ms
1729950898.060721536: 64 bytes from 192.168.6.31: icmp_seq=197 ttl=63 time=4.13 ms
1729950898.160295015: 64 bytes from 192.168.6.31: icmp_seq=198 ttl=63 time=3.02 ms
1729950898.261198717: 64 bytes from 192.168.6.31: icmp_seq=199 ttl=63 time=4.01 ms
1729950898.360351194: 64 bytes from 192.168.6.31: icmp_seq=200 ttl=63 time=2.44 ms
1729950898.462488642: 64 bytes from 192.168.6.31: icmp_seq=201 ttl=63 time=3.91 ms
1729950898.561623957: 64 bytes from 192.168.6.31: icmp_seq=202 ttl=63 time=2.19 ms
1729950898.662947377: 64 bytes from 192.168.6.31: icmp_seq=203 ttl=63 time=3.36 ms
1729950898.762487428: 64 bytes from 192.168.6.31: icmp_seq=204 ttl=63 time=2.81 ms
1729950898.864510413: 64 bytes from 192.168.6.31: icmp_seq=205 ttl=63 time=3.14 ms
1729950898.965279269: 64 bytes from 192.168.6.31: icmp_seq=206 ttl=63 time=3.95 ms
1729950899.063577957: 64 bytes from 192.168.6.31: icmp_seq=207 ttl=63 time=1.71 ms
1729950899.165277743: 64 bytes from 192.168.6.31: icmp_seq=208 ttl=63 time=2.81 ms
1729950899.266074231: 64 bytes from 192.168.6.31: icmp_seq=209 ttl=63 time=2.58 ms
1729950899.367867403: 64 bytes from 192.168.6.31: icmp_seq=210 ttl=63 time=3.42 ms
1729950899.469342796: 64 bytes from 192.168.6.31: icmp_seq=211 ttl=63 time=4.15 ms
1729950899.567816386: 64 bytes from 192.168.6.31: icmp_seq=212 ttl=63 time=2.68 ms
1729950899.669894729: 64 bytes from 192.168.6.31: icmp_seq=213 ttl=63 time=3.89 ms
1729950899.771456135: 64 bytes from 192.168.6.31: icmp_seq=214 ttl=63 time=4.30 ms
1729950899.872761620: 64 bytes from 192.168.6.31: icmp_seq=215 ttl=63 time=4.64 ms
1729950899.975359105: 64 bytes from 192.168.6.31: icmp_seq=216 ttl=63 time=5.99 ms
1729950900.073636705: 64 bytes from 192.168.6.31: icmp_seq=217 ttl=63 time=4.70 ms
1729950900.176531986: 64 bytes from 192.168.6.31: icmp_seq=218 ttl=63 time=5.79 ms
1729950900.274197924: 64 bytes from 192.168.6.31: icmp_seq=219 ttl=63 time=2.91 ms
1729950900.376107091: 64 bytes from 192.168.6.31: icmp_seq=220 ttl=63 time=4.94 ms
1729950900.475653778: 64 bytes from 192.168.6.31: icmp_seq=221 ttl=63 time=3.97 ms
1729950900.576309360: 64 bytes from 192.168.6.31: icmp_seq=222 ttl=63 time=4.29 ms
1729950900.677673205: 64 bytes from 192.168.6.31: icmp_seq=223 ttl=63 time=4.83 ms
1729950900.777154259: 64 bytes from 192.168.6.31: icmp_seq=224 ttl=63 time=3.45 ms
1729950900.878632667: 64 bytes from 192.168.6.31: icmp_seq=225 ttl=63 time=4.73 ms
1729950900.978150813: 64 bytes from 192.168.6.31: icmp_seq=226 ttl=63 time=3.22 ms
1729950901.080039336: 64 bytes from 192.168.6.31: icmp_seq=227 ttl=63 time=4.26 ms
1729950901.179728843: 64 bytes from 192.168.6.31: icmp_seq=228 ttl=63 time=3.28 ms
1729950901.280481313: 64 bytes from 192.168.6.31: icmp_seq=229 ttl=63 time=3.67 ms
1729950901.385483711: 64 bytes from 192.168.6.31: icmp_seq=230 ttl=63 time=7.55 ms
1729950901.480578692: 64 bytes from 192.168.6.31: icmp_seq=231 ttl=63 time=1.55 ms
1729950901.582689443: 64 bytes from 192.168.6.31: icmp_seq=232 ttl=63 time=2.64 ms
1729950901.688280902: 64 bytes from 192.168.6.31: icmp_seq=233 ttl=63 time=6.84 ms
1729950901.784414720: 64 bytes from 192.168.6.31: icmp_seq=234 ttl=63 time=2.92 ms
1729950901.889139676: 64 bytes from 192.168.6.31: icmp_seq=235 ttl=63 time=6.01 ms
1729950901.987459753: 64 bytes from 192.168.6.31: icmp_seq=236 ttl=63 time=4.89 ms
1729950902.087719164: 64 bytes from 192.168.6.31: icmp_seq=237 ttl=63 time=4.19 ms
1729950902.196312258: 64 bytes from 192.168.6.31: icmp_seq=238 ttl=63 time=11.5 ms
1729950902.292108189: 64 bytes from 192.168.6.31: icmp_seq=239 ttl=63 time=6.72 ms
1729950902.396506865: 64 bytes from 192.168.6.31: icmp_seq=240 ttl=63 time=10.2 ms
1729950902.497857196: 64 bytes from 192.168.6.31: icmp_seq=241 ttl=63 time=11.0 ms
1729950902.602308510: 64 bytes from 192.168.6.31: icmp_seq=242 ttl=63 time=15.5 ms
1729950902.700771503: 64 bytes from 192.168.6.31: icmp_seq=243 ttl=63 time=13.3 ms
1729950902.803242523: 64 bytes from 192.168.6.31: icmp_seq=244 ttl=63 time=15.0 ms
1729950902.904305090: 64 bytes from 192.168.6.31: icmp_seq=245 ttl=63 time=14.8 ms
1729950902.991525510: 64 bytes from 192.168.6.31: icmp_seq=246 ttl=63 time=2.92 ms
1729950903.092232694: 64 bytes from 192.168.6.31: icmp_seq=247 ttl=63 time=3.94 ms
1729950903.192290016: 64 bytes from 192.168.6.31: icmp_seq=248 ttl=63 time=3.06 ms
1729950903.292955666: 64 bytes from 192.168.6.31: icmp_seq=249 ttl=63 time=3.83 ms
1729950903.392175243: 64 bytes from 192.168.6.31: icmp_seq=250 ttl=63 time=1.96 ms
1729950903.494359767: 64 bytes from 192.168.6.31: icmp_seq=251 ttl=63 time=3.64 ms
1729950903.593507270: 64 bytes from 192.168.6.31: icmp_seq=252 ttl=63 time=1.70 ms
1729950903.695089747: 64 bytes from 192.168.6.31: icmp_seq=253 ttl=63 time=2.59 ms
1729950903.796395304: 64 bytes from 192.168.6.31: icmp_seq=254 ttl=63 time=3.10 ms
1729950903.895416264: 64 bytes from 192.168.6.31: icmp_seq=255 ttl=63 time=1.96 ms
1729950903.996475724: 64 bytes from 192.168.6.31: icmp_seq=256 ttl=63 time=2.67 ms
1729950904.095730342: 64 bytes from 192.168.6.31: icmp_seq=257 ttl=63 time=1.59 ms
1729950904.199150148: 64 bytes from 192.168.6.31: icmp_seq=258 ttl=63 time=3.72 ms
1729950904.298848402: 64 bytes from 192.168.6.31: icmp_seq=259 ttl=63 time=2.77 ms
1729950904.399594834: 64 bytes from 192.168.6.31: icmp_seq=260 ttl=63 time=2.15 ms
1729950904.499937345: 64 bytes from 192.168.6.31: icmp_seq=261 ttl=63 time=2.28 ms
1729950904.599935748: 64 bytes from 192.168.6.31: icmp_seq=262 ttl=63 time=1.66 ms
1729950904.701287567: 64 bytes from 192.168.6.31: icmp_seq=263 ttl=63 time=2.37 ms
1729950904.801284496: 64 bytes from 192.168.6.31: icmp_seq=264 ttl=63 time=1.57 ms
1729950904.902875751: 64 bytes from 192.168.6.31: icmp_seq=265 ttl=63 time=2.46 ms
1729950905.003989655: 64 bytes from 192.168.6.31: icmp_seq=266 ttl=63 time=2.95 ms
1729950905.102640839: 64 bytes from 192.168.6.31: icmp_seq=267 ttl=63 time=2.47 ms
1729950905.203764457: 64 bytes from 192.168.6.31: icmp_seq=268 ttl=63 time=2.82 ms
1729950905.303738868: 64 bytes from 192.168.6.31: icmp_seq=269 ttl=63 time=1.74 ms
1729950905.405410300: 64 bytes from 192.168.6.31: icmp_seq=270 ttl=63 time=2.36 ms
1729950905.505781580: 64 bytes from 192.168.6.31: icmp_seq=271 ttl=63 time=1.62 ms
1729950905.607068538: 64 bytes from 192.168.6.31: icmp_seq=272 ttl=63 time=2.36 ms
1729950905.708378397: 64 bytes from 192.168.6.31: icmp_seq=273 ttl=63 time=2.96 ms
1729950905.807416539: 64 bytes from 192.168.6.31: icmp_seq=274 ttl=63 time=2.10 ms
1729950905.908416317: 64 bytes from 192.168.6.31: icmp_seq=275 ttl=63 time=2.47 ms
1729950906.007927041: 64 bytes from 192.168.6.31: icmp_seq=276 ttl=63 time=1.47 ms
1729950906.110504296: 64 bytes from 192.168.6.31: icmp_seq=277 ttl=63 time=2.63 ms
1729950906.209412901: 64 bytes from 192.168.6.31: icmp_seq=278 ttl=63 time=2.10 ms
1729950906.311170643: 64 bytes from 192.168.6.31: icmp_seq=279 ttl=63 time=2.70 ms
1729950906.412919579: 64 bytes from 192.168.6.31: icmp_seq=280 ttl=63 time=3.74 ms
1729950906.512438118: 64 bytes from 192.168.6.31: icmp_seq=281 ttl=63 time=2.11 ms
1729950906.617926099: 64 bytes from 192.168.6.31: icmp_seq=282 ttl=63 time=7.43 ms
1729950906.712630867: 64 bytes from 192.168.6.31: icmp_seq=283 ttl=63 time=1.64 ms
1729950906.814761984: 64 bytes from 192.168.6.31: icmp_seq=284 ttl=63 time=3.51 ms
