Time,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay
1729951382.37,20.8,0.924,0.0,0.983,40.0,0.772,0.0,1.657,19.2,0.988,0.0,3.91,8.0,1.717,0.0,0.968
1729951382.47,20.8,0.746,0.0,2.19,41.6,0.689,0.0,1.833,20.8,0.855,0.0,7.5,8.0,1.668,0.0,0.879
1729951382.57,19.2,0.994,0.0,1.03,38.4,0.554,0.0,2.01,19.2,0.858,0.0,6.74,8.01,1.465,0.0,0.778
1729951382.67,20.8,0.902,0.0,2.52,41.6,0.963,0.0,1.18,20.8,0.778,0.0,6.21,7.99,1.77,0.0,1.15
1729951382.77,20.8,0.882,0.0,1.4,38.5,0.803,0.0,1.31,19.2,0.85,0.0,6.88,8.0,1.771,0.0,1.33
1729951382.87,19.2,0.917,0.0,1.07,41.5,0.729,0.0,1.62,20.8,0.92,0.0,8.79,8.0,1.829,0.0,0.784
1729951382.97,20.8,0.668,0.0,1.52,38.4,0.747,0.0,2.35,19.2,0.85,0.0,6.08,8.0,1.835,0.0,1.4
1729951383.07,19.2,0.858,0.0,1.18,40.0,0.651,0.0,2.21,20.8,0.803,0.0,7.64,7.99,1.468,0.0,1.09
1729951383.17,20.8,0.745,0.0,3.73,40.0,0.992,0.0,1.8,19.2,0.825,0.0,10.1,8.0,1.255,0.0,0.991
1729951383.27,19.2,0.91,0.0,1.01,40.0,0.933,0.0,2.3,20.8,0.957,0.0,8.87,7.99,1.266,0.0,1.69
1729951383.37,19.2,0.886,0.0,1.65,40.0,0.792,0.0,1.62,19.2,0.959,0.0,6.69,8.01,1.131,0.0,1.04
1729951383.47,20.8,0.779,0.0,2.91,40.0,0.729,0.0,3.26,20.8,0.87,0.0,0.698,8.0,1.077,0.0,0.995
1729951383.57,19.2,0.898,0.0,3.38,40.0,0.563,0.0,1.83,19.2,0.867,0.0,1.45,8.0,1.13,0.0,0.986
1729951383.67,20.8,0.873,0.0,4.59,38.4,0.479,0.0,1.89,20.8,0.966,0.0,4.09,8.0,1.421,0.0,1.37
1729951383.77,19.2,1.004,0.0,3.69,41.6,0.608,0.0,1.72,19.2,1.2,0.0,0.772,8.0,1.492,0.0,1.09
1729951383.87,20.8,0.945,0.0,4.66,41.7,0.458,0.0,4.56,20.8,1.052,0.0,1.46,8.0,1.389,0.0,1.1
1729951383.97,19.2,1.027,0.0,5.81,40.0,0.462,0.0,2.89,19.2,1.093,0.0,1.95,8.0,1.246,0.0,1.79
1729951384.07,20.8,0.883,0.0,6.46,40.1,0.533,0.0,1.82,20.8,0.954,0.0,1.96,7.97,1.121,0.0,0.914
1729951384.17,20.8,0.718,0.0,6.4,40.0,0.474,0.0,2.73,19.2,0.87,0.0,1.82,8.04,1.097,0.0,1.2
1729951384.27,19.2,1.043,0.0,7.03,40.0,0.582,0.0,4.39,20.8,1.033,0.0,0.82,7.99,1.032,0.0,0.965
1729951384.37,20.8,1.206,0.0,8.6,40.0,0.617,0.0,2.41,19.2,1.075,0.0,1.57,8.0,1.114,0.0,0.9
1729951384.47,19.2,1.028,0.0,9.56,40.0,0.757,0.0,4.28,20.8,0.977,0.0,1.48,8.0,1.213,0.0,0.938
1729951384.57,20.8,0.889,0.0,1.01,38.4,0.603,0.0,3.64,19.2,1.015,0.0,1.23,8.01,1.285,0.0,0.923
1729951384.67,19.2,0.755,0.0,1.69,41.6,0.557,0.0,4.9,20.8,0.846,0.0,2.17,8.0,1.322,0.0,0.997
1729951384.77,20.8,0.949,0.0,0.986,39.9,0.646,0.0,6.19,19.2,1.134,0.0,0.75,8.0,1.55,0.0,1.22
1729951384.87,19.2,1.126,0.0,1.17,38.5,0.888,0.0,4.17,19.2,1.07,0.0,1.35,8.0,1.395,0.0,1.71
1729951384.97,20.8,0.869,0.0,1.22,41.6,0.571,0.0,4.46,20.8,0.973,0.0,1.1,8.0,1.173,0.0,1.11
1729951385.07,19.2,0.985,0.0,1.08,38.4,0.654,0.0,4.43,19.2,0.933,0.0,0.723,8.0,1.213,0.0,1.17
1729951385.17,20.8,0.886,0.0,1.14,40.0,0.545,0.0,6.49,20.8,0.866,0.0,0.849,8.0,1.336,0.0,1.12
1729951385.27,19.2,1.068,0.0,1.28,41.6,0.643,0.0,10.1,20.8,1.021,0.0,0.999,8.0,1.337,0.0,2.1
1729951385.37,19.2,1.084,0.0,1.85,40.0,0.743,0.0,7.53,19.2,1.092,0.0,1.43,8.01,1.298,0.0,0.904
1729951385.47,20.8,0.995,0.0,0.949,40.0,0.559,0.0,8.47,19.2,0.769,0.0,0.723,8.0,1.451,0.0,1.9
1729951385.57,20.8,0.974,0.0,1.23,40.0,0.579,0.0,11.0,20.8,0.779,0.0,1.3,9.59,1.554,0.0,3.73
1729951385.67,19.2,0.775,0.0,1.19,40.1,0.553,0.0,10.6,20.8,0.722,0.0,1.28,6.41,1.388,0.0,1.54
1729951385.77,19.2,1.147,0.0,1.49,38.3,0.872,0.0,6.96,19.2,0.754,0.0,0.816,7.99,1.3,0.0,1.09
1729951385.87,20.8,1.166,0.0,1.13,41.7,0.741,0.0,3.33,20.8,0.816,0.0,2.41,8.0,1.175,0.0,1.11
1729951385.97,19.2,0.93,0.0,1.52,39.9,0.748,0.0,2.04,19.2,0.769,0.0,1.7,8.0,1.301,0.0,1.79
1729951386.07,20.8,0.862,0.0,1.4,38.4,0.665,0.0,3.27,20.8,0.681,0.0,1.52,8.0,1.241,0.0,2.59
1729951386.17,19.2,1.021,0.0,1.01,40.0,0.719,0.0,1.86,19.2,0.686,0.0,2.29,8.01,1.392,0.0,1.65
1729951386.27,20.8,1.164,0.0,1.99,40.0,0.93,0.0,2.82,20.8,0.758,0.0,0.987,8.0,1.391,0.0,2.89
1729951386.37,19.2,1.135,0.0,1.11,41.6,0.667,0.0,2.81,19.2,0.818,0.0,1.06,8.01,1.597,0.0,2.06
1729951386.47,20.8,1.104,0.0,2.49,40.1,0.741,0.0,1.51,20.8,0.956,0.0,1.15,8.0,1.371,0.0,4.27
1729951386.57,19.2,0.867,0.0,1.12,38.3,0.78,0.0,4.68,19.2,0.912,0.0,1.14,9.59,1.121,0.0,4.16
1729951386.67,20.8,0.744,0.0,1.97,40.0,0.686,0.0,1.99,20.8,0.753,0.0,1.09,8.0,1.056,0.0,5.09
1729951386.77,19.2,0.721,0.0,1.0,40.0,0.771,0.0,3.06,19.2,0.766,0.0,1.13,8.0,1.042,0.0,5.2
1729951386.87,20.8,0.857,0.0,1.34,41.6,0.724,0.0,2.25,20.8,0.855,0.0,0.913,6.41,1.112,0.0,6.24
1729951386.97,19.2,0.904,0.0,1.51,38.4,0.791,0.0,2.91,19.2,0.964,0.0,1.1,8.01,1.095,0.0,6.0
1729951387.07,20.8,0.795,0.0,1.09,41.6,0.831,0.0,1.67,20.8,0.86,0.0,1.83,8.0,1.359,0.0,6.84
1729951387.17,19.2,0.744,0.0,2.0,38.5,0.719,0.0,1.18,19.2,0.85,0.0,1.19,9.58,1.362,0.0,7.81
1729951387.27,20.8,0.777,0.0,0.763,39.9,0.999,0.0,1.94,20.8,0.955,0.0,1.11,6.4,1.56,0.0,7.63
1729951387.37,20.8,0.986,0.0,0.972,40.0,0.878,0.0,0.924,19.2,1.032,0.0,0.959,9.6,1.341,0.0,10.4
1729951387.47,19.2,0.926,0.0,1.7,40.0,0.747,0.0,1.55,20.8,1.106,0.0,1.02,8.0,1.298,0.0,6.56
1729951387.57,20.8,0.872,0.0,1.94,40.0,0.723,0.0,1.14,19.2,0.954,0.0,0.975,6.4,1.221,0.0,0.715
1729951387.67,19.2,0.993,0.0,1.2,38.4,0.647,0.0,0.876,20.8,1.045,0.0,0.993,8.0,1.287,0.0,1.0
1729951387.77,20.8,0.881,0.0,1.98,41.7,0.899,0.0,3.4,19.2,0.958,0.0,1.18,8.0,1.458,0.0,0.866
1729951387.87,19.2,1.126,0.0,1.03,38.3,0.42,0.0,3.25,20.8,0.993,0.0,0.792,9.6,1.526,0.0,3.93
1729951387.97,20.8,0.989,0.0,1.42,41.6,0.563,0.0,2.94,19.2,1.111,0.0,0.977,6.4,1.585,0.0,0.836
1729951388.07,19.2,1.01,0.0,1.15,40.0,0.422,0.0,3.31,20.8,0.969,0.0,0.87,8.0,1.658,0.0,1.17
1729951388.17,20.8,1.006,0.0,3.01,40.0,0.647,0.0,1.91,19.2,0.893,0.0,2.55,7.99,1.746,0.0,1.38
1729951388.27,19.2,0.897,0.0,1.4,41.6,0.59,0.0,3.24,20.8,0.865,0.0,2.13,8.0,1.445,0.0,0.789
1729951388.37,19.2,1.091,0.0,2.79,38.2,0.551,0.0,1.77,19.2,1.081,0.0,2.65,8.0,1.314,0.0,2.67
1729951388.47,20.8,1.011,0.0,3.13,41.7,0.448,0.0,2.75,20.8,1.077,0.0,1.3,8.0,1.129,0.0,2.31
1729951388.57,19.2,1.076,0.0,1.81,38.4,0.49,0.0,2.15,19.2,1.12,0.0,3.07,8.0,1.135,0.0,1.41
1729951388.67,20.8,0.83,0.0,2.12,40.0,0.924,0.0,1.72,20.8,0.9,0.0,1.98,8.0,1.022,0.0,3.2
1729951388.77,19.2,0.841,0.0,1.56,40.0,0.499,0.0,2.63,19.2,0.813,0.0,2.93,8.0,1.091,0.0,1.07
1729951388.87,20.8,1.139,0.0,2.36,40.0,0.536,0.0,1.32,20.8,1.19,0.0,2.46,8.0,1.121,0.0,1.32
1729951388.97,20.8,0.972,0.0,3.65,41.6,0.512,0.0,2.54,19.2,1.094,0.0,2.02,9.6,1.213,0.0,1.0
1729951389.07,19.2,0.92,0.0,1.47,38.5,0.417,0.0,1.47,20.8,1.049,0.0,3.17,6.4,1.106,0.0,0.977
1729951389.17,19.2,0.795,0.0,3.42,41.5,0.536,0.0,1.62,19.2,0.803,0.0,3.79,9.6,0.909,0.0,3.19
1729951389.27,20.8,0.721,0.0,3.11,38.5,0.427,0.0,2.86,20.8,0.714,0.0,5.11,6.4,0.919,0.0,0.751
1729951389.37,19.2,0.952,0.0,5.69,41.6,0.541,0.0,1.0,19.2,0.953,0.0,6.02,8.0,0.988,0.0,2.02
1729951389.47,20.8,0.931,0.0,4.21,39.9,0.602,0.0,2.51,20.8,1.014,0.0,6.03,8.0,1.028,0.0,1.74
1729951389.57,19.2,1.018,0.0,6.89,38.4,0.594,0.0,1.76,19.2,1.074,0.0,7.06,8.0,1.143,0.0,1.11
1729951389.67,20.8,0.989,0.0,6.67,41.6,0.683,0.0,2.55,19.2,0.702,0.0,8.4,9.6,1.249,0.0,2.43
1729951389.77,19.2,0.831,0.0,8.61,38.4,0.659,0.0,2.23,20.8,0.679,0.0,11.0,8.0,1.525,0.0,1.64
1729951389.87,20.8,1.078,0.0,6.55,41.6,0.618,0.0,2.97,19.2,0.622,0.0,9.6,6.4,1.788,0.0,1.63
1729951389.97,19.2,1.081,0.0,5.44,38.4,0.789,0.0,2.62,20.8,0.675,0.0,1.86,8.0,1.497,0.0,1.9
1729951390.07,20.8,1.024,0.0,8.31,40.0,0.563,0.0,1.02,20.8,0.75,0.0,1.41,8.01,1.339,0.0,1.08
1729951390.17,19.2,0.804,0.0,8.19,41.6,0.709,0.0,4.61,19.2,0.657,0.0,2.48,9.58,1.295,0.0,1.85
1729951390.27,20.7,0.829,0.0,9.16,40.0,0.582,0.0,4.83,20.8,0.648,0.0,2.4,6.4,1.33,0.0,1.09
1729951390.37,19.3,0.91,0.0,1.21,40.0,0.744,0.0,3.5,19.2,0.526,0.0,1.19,9.6,1.248,0.0,2.54
1729951390.47,20.8,1.002,0.0,1.19,38.4,0.793,0.0,4.29,20.8,0.788,0.0,1.71,6.4,1.23,0.0,1.2
1729951390.57,19.2,0.911,0.0,3.1,41.6,0.688,0.0,3.05,19.2,0.85,0.0,1.42,8.0,1.299,0.0,2.15
1729951390.67,20.8,0.886,0.0,1.0,40.0,0.737,0.0,4.43,20.8,0.815,0.0,2.22,8.0,1.573,0.0,1.76
1729951390.77,19.2,0.673,0.0,0.957,40.0,0.735,0.0,6.09,19.2,0.737,0.0,1.4,9.58,1.496,0.0,1.34
1729951390.87,19.2,0.6,0.0,0.862,40.0,0.843,0.0,5.6,20.8,0.575,0.0,1.26,6.42,1.5,0.0,2.73
1729951390.97,20.8,0.699,0.0,2.59,38.4,1.081,0.0,5.24,19.2,0.82,0.0,1.84,8.0,1.252,0.0,1.2
1729951391.07,20.8,0.841,0.0,1.25,40.0,0.782,0.0,5.28,20.8,0.916,0.0,0.979,8.0,1.362,0.0,2.37
1729951391.17,20.8,0.706,0.0,1.94,40.0,0.694,0.0,7.02,19.2,0.842,0.0,2.79,8.0,1.317,0.0,1.64
1729951391.27,19.2,0.647,0.0,0.897,40.0,0.584,0.0,9.21,20.8,0.745,0.0,1.35,8.0,1.5,0.0,2.36
1729951391.37,19.2,0.809,0.0,2.13,40.0,0.768,0.0,8.46,19.2,0.724,0.0,1.32,8.0,1.346,0.0,1.57
1729951391.47,20.8,0.878,0.0,4.0,40.1,0.862,0.0,8.89,20.8,0.988,0.0,1.29,8.0,1.672,0.0,1.11
1729951391.57,19.2,0.919,0.0,1.76,40.0,0.805,0.0,10.2,19.2,0.977,0.0,1.85,8.0,1.802,0.0,2.39
1729951391.67,20.8,1.047,0.0,1.22,39.9,0.73,0.0,7.59,20.8,0.864,0.0,2.33,8.0,1.483,0.0,1.46
1729951391.77,19.2,0.84,0.0,1.39,40.0,0.623,0.0,2.18,19.2,0.812,0.0,1.51,8.0,1.301,0.0,1.7
1729951391.87,20.8,0.972,0.0,2.5,38.4,0.778,0.0,2.36,20.8,0.813,0.0,3.05,8.0,1.286,0.0,1.54
1729951391.97,19.2,0.917,0.0,2.34,41.6,0.984,0.0,2.03,19.2,1.02,0.0,4.59,8.0,1.526,0.0,1.64
1729951392.07,20.8,0.929,0.0,1.47,38.5,0.511,0.0,2.05,20.8,1.0,0.0,1.77,8.0,1.455,0.0,1.77
1729951392.17,20.8,0.815,0.0,1.13,39.9,0.485,0.0,0.756,19.2,0.923,0.0,1.87,8.01,1.458,0.0,2.47
1729951392.27,19.2,0.856,0.0,0.935,41.6,0.585,0.0,0.962,20.8,0.757,0.0,0.881,7.99,1.463,0.0,0.923
1729951392.37,20.8,0.616,0.0,1.03,40.0,0.56,0.0,1.2,19.2,0.729,0.0,1.06,9.59,1.939,0.0,0.888
1729951392.47,19.2,0.808,0.0,0.945,41.6,0.59,0.0,0.953,20.8,0.881,0.0,1.24,6.4,1.52,0.0,2.02
1729951392.57,20.8,0.839,0.0,1.17,38.4,0.62,0.0,0.931,19.2,0.977,0.0,2.4,7.99,1.39,0.0,1.8
1729951392.67,19.2,0.878,0.0,0.986,40.0,0.52,0.0,0.732,20.8,0.905,0.0,0.845,8.0,1.108,0.0,1.27
1729951392.77,20.8,0.771,0.0,0.657,40.0,0.546,0.0,0.914,19.2,0.789,0.0,0.836,8.0,1.11,0.0,2.12
1729951392.87,19.2,0.77,0.0,1.4,40.0,0.706,0.0,0.804,20.8,0.836,0.0,0.827,8.0,0.99,0.0,2.36
1729951392.97,19.2,0.892,0.0,1.13,40.0,0.634,0.0,2.91,19.2,0.968,0.0,1.15,8.0,0.984,0.0,2.6
1729951393.07,20.8,0.941,0.0,1.23,40.0,0.601,0.0,2.87,20.8,1.11,0.0,1.19,8.0,0.95,0.0,1.8
1729951393.17,19.2,0.982,0.0,1.58,40.0,0.462,0.0,3.68,19.2,1.011,0.0,0.837,8.0,1.076,0.0,2.79
1729951393.27,20.8,1.028,0.0,0.841,40.0,0.665,0.0,2.11,20.8,0.862,0.0,0.962,8.0,1.251,0.0,3.43
1729951393.37,20.8,0.934,0.0,1.85,40.0,0.543,0.0,4.05,19.2,1.004,0.0,1.28,9.6,1.313,0.0,3.757
1729951393.47,19.2,1.157,0.0,1.37,40.0,0.664,0.0,1.9,20.8,1.161,0.0,1.28,6.41,1.3,0.0,4.083
1729951393.57,20.8,1.092,0.0,0.892,40.0,0.58,0.0,3.38,19.1,1.203,0.0,0.828,9.6,1.219,0.0,4.41
1729951393.67,19.2,1.041,0.0,2.02,40.0,0.472,0.0,3.12,21.0,1.05,0.0,1.42,8.0,1.279,0.0,5.11
1729951393.77,20.8,1.046,0.0,0.919,40.0,0.634,0.0,3.0,19.2,1.131,0.0,1.51,6.4,1.489,0.0,6.66
1729951393.87,19.2,0.953,0.0,2.21,40.0,0.537,0.0,4.23,20.8,0.921,0.0,1.06,9.6,1.473,0.0,7.27
1729951393.97,20.8,1.082,0.0,1.77,40.0,0.633,0.0,1.74,19.2,0.952,0.0,1.33,8.0,1.582,0.0,6.04
1729951394.07,19.2,1.098,0.0,1.14,40.0,0.491,0.0,3.43,19.2,0.721,0.0,0.771,6.4,1.739,0.0,7.19
1729951394.17,19.2,0.947,0.0,1.03,40.0,0.614,0.0,1.69,20.8,0.751,0.0,1.65,9.6,1.435,0.0,7.11
1729951394.27,20.8,0.96,0.0,0.972,40.0,0.674,0.0,2.37,20.8,0.803,0.0,1.75,6.4,1.447,0.0,8.26
1729951394.37,19.2,0.777,0.0,0.887,40.0,0.641,0.0,3.96,19.2,0.643,0.0,0.898,9.6,1.404,0.0,11.2
1729951394.47,20.8,1.105,0.0,1.27,41.7,0.714,0.0,1.66,20.8,0.548,0.0,1.72,6.4,1.174,0.0,1.46
1729951394.57,19.2,0.994,0.0,1.465,39.9,0.57,0.0,2.13,19.2,0.727,0.0,2.41,8.0,1.137,0.0,1.13
1729951394.67,20.8,0.988,0.0,1.66,40.0,0.609,0.0,1.38,20.8,0.763,0.0,1.3,8.0,1.089,0.0,0.995
1729951394.77,19.2,1.038,0.0,1.43,38.5,0.654,0.0,1.93,19.2,0.846,0.0,3.03,8.0,1.34,0.0,1.54
1729951394.87,20.8,0.971,0.0,1.97,39.9,0.772,0.0,2.42,20.8,0.963,0.0,1.77,8.0,1.687,0.0,0.863
1729951394.97,19.2,1.03,0.0,1.31,41.7,0.804,0.0,2.25,19.2,0.787,0.0,2.54,8.0,1.965,0.0,1.54
1729951395.07,19.2,0.836,0.0,1.71,39.9,0.598,0.0,1.65,20.8,0.773,0.0,2.19,9.6,1.498,0.0,1.6
1729951395.17,20.8,0.96,0.0,2.11,40.0,0.775,0.0,1.48,19.2,0.844,0.0,0.974,8.0,1.237,0.0,1.18
1729951395.27,20.8,0.729,0.0,2.51,38.4,0.85,0.0,3.05,20.8,0.778,0.0,1.15,6.41,1.209,0.0,2.21
1729951395.37,20.8,0.756,0.0,2.97,40.0,0.656,0.0,1.31,19.2,0.831,0.0,2.29,7.99,1.23,0.0,0.851
1729951395.47,19.2,0.645,0.0,3.42,40.0,0.824,0.0,2.06,20.8,0.707,0.0,3.65,8.0,1.315,0.0,1.4
1729951395.57,20.8,0.878,0.0,4.76,40.0,0.735,0.0,1.63,19.2,0.824,0.0,5.32,9.6,1.312,0.0,2.12
1729951395.67,19.2,0.827,0.0,3.64,40.0,0.772,0.0,1.42,20.8,0.972,0.0,3.88,6.4,1.485,0.0,1.12
1729951395.77,20.8,0.894,0.0,5.09,40.0,0.752,0.0,2.06,19.2,0.919,0.0,4.86,8.0,1.618,0.0,4.63
1729951395.87,19.2,0.952,0.0,5.39,40.1,0.84,0.0,3.14,20.8,0.95,0.0,5.09,8.0,1.4,0.0,1.14
1729951395.97,20.8,0.668,0.0,5.57,40.0,0.917,0.0,4.22,19.2,0.728,0.0,5.78,8.0,1.405,0.0,1.89
1729951396.07,19.2,0.857,0.0,4.87,39.9,0.782,0.0,1.31,20.8,0.839,0.0,4.36,8.0,1.225,0.0,1.04
1729951396.17,20.8,0.775,0.0,4.53,40.0,0.81,0.0,1.61,19.2,0.926,0.0,5.06,8.01,1.334,0.0,1.15
1729951396.27,19.2,0.929,0.0,6.43,40.1,0.705,0.0,1.66,20.8,0.977,0.0,6.71,7.99,1.348,0.0,2.86
1729951396.37,20.8,0.885,0.0,9.84,39.9,0.735,0.0,4.245,19.2,0.911,0.0,7.29,8.0,1.451,0.0,0.778
1729951396.47,19.2,0.857,0.0,6.53,38.4,0.504,0.0,6.83,20.8,0.811,0.0,7.49,8.0,1.43,0.0,2.26
1729951396.57,20.8,1.039,0.0,7.15,41.6,0.435,0.0,3.42,20.8,1.026,0.0,8.62,8.01,1.697,0.0,2.04
1729951396.67,19.2,0.979,0.0,7.62,40.1,0.523,0.0,4.61,19.2,1.126,0.0,9.21,7.99,1.823,0.0,3.35
1729951396.77,19.2,1.079,0.0,8.43,41.5,0.36,0.0,5.01,19.2,1.113,0.0,1.01,8.0,1.606,0.0,2.31
1729951396.87,20.8,0.868,0.0,11.5,40.0,0.597,0.0,5.41,20.8,0.966,0.0,0.807,8.0,1.455,0.0,1.77
1729951396.97,20.8,0.695,0.0,6.74,40.0,0.499,0.0,7.83,19.2,0.787,0.0,1.59,8.0,1.423,0.0,2.6
1729951397.07,19.2,0.866,0.0,2.4,40.1,0.451,0.0,7.97,20.8,0.983,0.0,0.869,8.0,1.202,0.0,1.36
1729951397.17,20.8,0.895,0.0,1.22,39.9,0.553,0.0,4.76,19.2,0.981,0.0,1.88,8.0,1.187,0.0,2.38
1729951397.27,19.2,0.983,0.0,1.3,40.0,0.431,0.0,6.26,20.8,0.88,0.0,1.46,8.0,1.16,0.0,2.08
1729951397.37,20.8,0.849,0.0,2.35,40.0,0.618,0.0,7.1,19.2,0.951,0.0,2.73,8.01,1.224,0.0,1.53
1729951397.47,19.2,0.903,0.0,0.823,40.1,0.451,0.0,7.79,20.8,0.796,0.0,1.41,8.0,1.307,0.0,4.88
1729951397.57,19.2,0.978,0.0,1.97,40.0,0.574,0.0,7.78,19.2,0.917,0.0,1.91,8.0,1.533,0.0,1.78
1729951397.67,20.8,0.992,0.0,1.69,39.9,0.628,0.0,8.41,20.8,1.041,0.0,0.888,8.0,1.415,0.0,2.55
1729951397.77,19.2,0.996,0.0,1.64,38.4,0.439,0.0,8.97,19.2,1.037,0.0,1.29,8.01,1.216,0.0,1.72
1729951397.87,20.8,1.022,0.0,3.16,41.6,0.713,0.0,1.42,20.8,0.977,0.0,2.08,7.99,1.217,0.0,1.3
1729951397.97,19.2,0.935,0.0,3.69,38.5,0.557,0.0,1.94,19.2,0.843,0.0,0.817,8.01,1.214,0.0,2.99
1729951398.07,20.8,1.023,0.0,2.26,40.0,0.619,0.0,1.37,20.8,1.007,0.0,2.37,7.99,1.255,0.0,1.2
1729951398.17,19.2,1.252,0.0,1.98,39.9,0.586,0.0,0.778,19.2,1.142,0.0,2.1,8.0,1.238,0.0,1.98
1729951398.27,20.8,1.066,0.0,3.03,40.1,0.617,0.0,1.64,19.2,0.914,0.0,2.64,8.01,1.373,0.0,0.979
1729951398.37,20.8,0.947,0.0,3.91,40.0,0.626,0.0,1.87,20.8,0.754,0.0,4.05,9.53,1.49,0.0,2.37
1729951398.47,19.2,0.883,0.0,1.4,40.0,0.548,0.0,1.42,20.8,0.653,0.0,1.21,6.43,1.495,0.0,1.17
1729951398.57,20.8,1.039,0.0,1.27,40.0,0.645,0.0,1.69,19.2,0.58,0.0,2.52,8.0,1.328,0.0,0.83
1729951398.67,19.2,1.207,0.0,0.888,41.6,0.546,0.0,0.993,20.8,0.75,0.0,1.26,8.0,1.104,0.0,2.47
1729951398.77,19.2,1.171,0.0,1.92,38.4,0.54,0.0,2.09,19.2,0.846,0.0,1.43,8.0,1.05,0.0,2.73
1729951398.87,20.8,0.892,0.0,3.59,41.7,0.614,0.0,1.42,20.8,0.759,0.0,3.37,8.0,1.004,0.0,2.38
1729951398.97,19.2,0.803,0.0,1.48,39.9,0.558,0.0,1.64,19.2,0.653,0.0,1.28,8.01,1.238,0.0,2.52
1729951399.07,20.8,1.036,0.0,2.66,40.0,0.643,0.0,2.21,20.8,0.601,0.0,2.09,7.99,1.236,0.0,1.55
1729951399.17,19.2,1.068,0.0,1.21,40.0,0.558,0.0,1.24,19.2,0.82,0.0,1.27,8.0,1.384,0.0,1.88
1729951399.27,20.8,0.994,0.0,2.86,40.0,0.86,0.0,2.55,20.8,0.809,0.0,3.35,8.0,1.358,0.0,1.17
1729951399.37,19.2,0.789,0.0,2.07,40.0,0.736,0.0,1.72,19.2,0.765,0.0,1.46,9.59,1.054,0.0,4.74
1729951399.47,20.8,0.619,0.0,1.37,40.0,0.606,0.0,1.96,20.8,0.672,0.0,1.0,6.41,1.015,0.0,3.23
1729951399.57,19.1,0.673,0.0,2.24,40.0,0.763,0.0,2.24,19.2,0.639,0.0,0.995,7.99,0.924,0.0,3.43
1729951399.67,20.9,0.803,0.0,1.01,40.0,0.695,0.0,1.37,20.8,0.847,0.0,0.826,8.0,0.996,0.0,3.98
1729951399.77,19.2,0.837,0.0,2.08,40.0,0.778,0.0,2.34,19.2,0.898,0.0,1.81,8.0,1.186,0.0,2.71
1729951399.87,20.8,0.849,0.0,0.979,40.0,0.804,0.0,1.1,20.8,0.808,0.0,1.08,8.0,1.287,0.0,5.58
