Time,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay
1729951381.77,0.9701989849169415,-0.7606678654582867,0.0,-0.7572539921012591,-0.9974639082515718,1.2133282651827306,0.0,-0.9756939995736202,0.002020079908814355,-0.6984759340997518,0.0,0.9650693425480404,0.9967185028803396,-0.031269156666572616,0.0,-0.7370406347172039
1729951381.87,0.9701989849169415,-0.1518519659444262,0.0,-0.5136647477630117,-0.9974639082515718,1.3061117096077832,0.0,-0.8108735991036293,2.4656527026467097,-0.9545739698581649,0.0,1.2250251203026385,-0.9968184796598003,0.19201538074597427,0.0,-1.065193007066895
1729951381.97,-0.9656360838021067,-0.1675633439963968,0.0,-0.459960032475839,1.0004196537419823,1.1947715762977194,0.0,-0.8652292630884136,0.002020079908814355,-1.0945530204590368,0.0,1.4664126282176226,0.9967185028803396,-0.9606156096809528,0.0,-0.6567480329720667
1729951382.07,-0.9656360838021067,0.07203517129615447,0.0,-0.6766969191705,-0.9974639082515718,0.4463184579356232,0.0,-0.9195849270731978,0.002020079908814355,-1.3920085029858889,0.0,1.7078001361326067,-0.9968184796598003,-1.0752752370009089,0.0,-0.81384225377777
1729951382.17,0.9701989849169415,-0.5996262404255884,0.0,-0.28541970779252784,1.0004196537419823,-0.7474951936667281,0.0,-0.9827076336361732,0.002020079908814355,-1.189993282232358,0.0,0.23347951086724228,0.9967185028803396,-0.19420652180545703,0.0,-0.3216136952532334
1729951382.27,-0.9656360838021067,-1.522669700978861,0.0,-0.23171499250535532,-0.9974639082515718,0.40920508016560186,0.0,-1.1931166555127573,0.002020079908814355,-1.4429099759316604,0.0,-0.9233237001407198,-0.9968184796598003,-0.08558161171286698,0.0,-0.6986398251869209
1729951382.37,1.0911886767118792,0.07203517129615447,0.0,-0.3784439467720948,1.0004196537419823,1.49167859845789,0.0,-0.8319145012912877,0.002020079908814355,-1.2663454916510155,0.0,-0.8026299461832278,0.9967185028803396,0.318744442520662,0.0,-1.0233012148520406
1729951382.47,-0.9656360838021067,-0.22255316717829393,0.0,-0.5251729010388343,-0.9974639082515718,0.44013289497395297,0.0,-1.0142689869176609,0.002020079908814355,-0.8957191417646166,0.0,-0.8026299461832278,-0.9968184796598003,-0.5019771004011289,0.0,-0.7021308078714921
1729951382.57,0.9701989849169415,-0.7213894203283602,0.0,-0.7534179410093181,1.0004196537419823,0.9659057467159218,0.0,-0.9511462803546856,0.002020079908814355,-0.22127462523314395,0.0,-0.7265000398408098,0.9967185028803396,-1.1235529748198378,0.0,-1.0826479204897508
1729951382.67,-0.9656360838021067,0.04846810421819856,0.0,-0.3161081165280551,-0.9974639082515718,-0.6918251270116962,0.0,-0.9336121951983035,0.002020079908814355,0.42135647070722226,0.0,-0.6503701334983917,-0.9968184796598003,0.831695406846781,0.0,0.2753443438084385
1729951382.77,0.9701989849169415,0.06417948227016916,0.0,-0.5980578717857115,-0.9974639082515718,-1.025845526941888,0.0,-1.1405144000436114,-0.013377623983297164,-0.12583436345982224,0.0,-0.8286255239586877,0.9967185028803396,0.6265150211163332,0.0,-0.817333236462341
1729951382.87,-0.9656360838021067,-0.08900645373654466,0.0,-0.5740825524610809,1.0004196537419823,-0.7103818158967068,0.0,-0.859969037541499,0.017417783800925877,-1.0404702054541544,0.0,-0.7153590779370412,-0.9968184796598003,-0.13385934953179587,0.0,-0.9744274572680443
1729951382.97,0.9701989849169415,-0.03794447506763976,0.0,-0.5501072331364502,1.0004196537419823,-1.2732680454086962,0.0,-1.1825962044189282,0.002020079908814355,-1.4413193049021051,0.0,-0.8490506207822632,0.9967185028803396,-0.91837258908939,0.0,-0.81384225377777
1729951383.07,-0.9656360838021067,0.3155615311016988,0.0,-0.7399917621875249,1.0004196537419823,-1.6072884453388883,0.0,-0.8459417694163933,0.002020079908814355,-1.011838126922158,0.0,-0.7719923009478645,-0.9968184796598003,-0.09161632894023376,0.0,-1.2285709967048262
1729951383.17,0.9701989849169415,-0.7999463105882132,0.0,-0.4196814960104595,-0.9974639082515718,-0.8031652603217602,0.0,-0.5513691387891754,0.002020079908814355,-0.7223359995430824,0.0,-0.6949339811134657,0.9967185028803396,0.40926520093115437,0.0,-0.8976258382074782
1729951383.27,-0.9656360838021067,-0.29718221292515473,0.0,-0.8109587073884317,1.0004196537419823,-2.1392468600425265,0.0,-0.9546530973859619,-0.013377623983297164,-0.8241389454346255,0.0,-0.8249118699907648,-0.9968184796598003,0.5903067177521378,0.0,-0.8801709247846222
1729951383.37,0.9701989849169415,-0.30503790195114006,0.0,-0.8617863843566488,-0.9974639082515718,-1.1186289713669415,0.0,-1.1510348511374404,0.002020079908814355,-0.6078076854150963,0.0,-0.7209295588889255,0.9967185028803396,0.017008581152356293,0.0,-1.018064740825184
1729951383.47,0.9701989849169415,0.06810732678316138,0.0,-0.9126140613248657,1.0004196537419823,-0.9825465862101965,0.0,-0.6706009178525731,-0.013377623983297164,-0.22286529626269913,0.0,-0.7487819636483468,-0.9968184796598003,-0.6769838999947455,0.0,-1.1559585568657456
1729951383.57,-0.9656360838021067,-0.21469747815230864,0.0,-0.544353156498539,-0.9974639082515718,-1.2237835417153344,0.0,-0.33043966581876183,0.002020079908814355,-0.1290157055189326,0.0,-0.8379096588784948,0.9967185028803396,-1.0269974991819801,0.0,-1.159798637818774
1729951383.67,0.9701989849169415,-0.3482441915940588,0.0,-0.7745162220149931,-0.9974639082515718,-0.7289385047817175,0.0,-0.2567965081619573,0.017417783800925877,-0.5091860815826642,0.0,-0.9270373541086426,-0.9968184796598003,0.74117464843629,0.0,-0.8347881498851969
1729951383.77,-0.9656360838021067,0.43732471100447057,0.0,-0.659434689256766,1.0004196537419823,-0.9763610232485264,0.0,0.153501084497382,0.002020079908814355,-0.8352736426415126,0.0,-0.9363214890284498,0.9967185028803396,1.4955143018570536,0.0,-1.1538639672550028
1729951383.87,0.9701989849169415,0.6180055586021326,0.0,-0.544353156498539,1.0004196537419823,-0.6423406233183344,0.0,-0.19718061863025846,0.002020079908814355,-0.7621027752819662,0.0,-0.811914081103035,-0.9968184796598003,0.5963414349795032,0.0,-1.0641457122615234
1729951383.97,-0.9656360838021067,0.3116336865887057,0.0,-1.0065973130774177,-0.9974639082515718,-0.1227533345380365,0.0,0.5743191282505506,-0.028775327875408686,-0.5203207787895513,0.0,-0.8685473041138582,0.9967185028803396,-0.3149008663527793,0.0,-0.9744274572680443
1729951384.07,-0.9656360838021067,-0.014377407989683856,0.0,-0.8876797292272498,1.0004196537419823,-0.5681138677782918,0.0,0.6409486518448021,0.032815487693037396,-0.32784958421335264,0.0,-0.9251805271246812,-0.9968184796598003,-0.48387294871903047,0.0,-1.065193007066895
1729951384.17,0.9701989849169415,0.05239594873119077,0.0,-0.7687621453770818,-0.9974639082515718,-1.2052268528303238,0.0,0.595360030438209,0.032815487693037396,-0.17514516537603791,0.0,-0.6410859985785846,0.9967185028803396,0.783417669027852,0.0,-1.1563076551342026
1729951384.27,-0.9656360838021067,0.26449955243279394,0.0,0.0981854014015625,1.0004196537419823,-1.5578039416455265,0.0,0.8338235885650044,-2.461612542829081,0.34818560334767523,0.0,-0.6318018636587776,-0.9968184796598003,0.3247791597480288,0.0,-0.6951488425023497
1729951384.37,-0.9656360838021067,0.4491082445434481,0.0,-0.697795200176175,-0.9974639082515718,-0.40110366781319645,0.0,1.4650506541947574,-0.013377623983297164,-0.48055400305066737,0.0,-0.7914889842794594,0.9967185028803396,0.3670221803395909,0.0,-1.157354949939574
1729951384.47,0.9701989849169415,0.8968825190246104,0.0,-0.7342376855496137,1.0004196537419823,-0.4320314826215469,0.0,1.913923234198137,2.4656527026467097,-0.8432269977892899,0.0,-0.7135022509530798,-0.9968184796598003,1.6825905359054023,0.0,-0.7335496520326327
1729951384.57,-0.9656360838021067,-1.1416687832185735,0.0,0.01762832847080354,-0.9974639082515718,-0.25883571969478136,0.0,0.7742076990333054,-2.461612542829081,-0.9593459829468308,0.0,-0.8806166795096072,-0.9968184796598003,-0.013165004984473606,0.0,-0.37048745283722984
1729951384.67,0.9701989849169415,-1.2202256734784265,0.0,0.12311973349917836,1.0004196537419823,-1.0938867195202606,0.0,-0.7758054287908652,2.4656527026467097,-1.282252201946569,0.0,-0.4721147430380958,0.9967185028803396,0.3730568975669577,0.0,-0.9115897689457629
1729951384.77,-0.9656360838021067,-1.986155353511993,0.0,1.0418539700190246,-0.9974639082515718,-1.681515200878931,0.0,-0.9090644759793687,0.017417783800925877,-1.568572987266534,0.0,-0.7487819636483468,0.9967185028803396,0.8920425791204422,0.0,-0.47172595068979406
1729951384.87,0.9701989849169415,-2.210042490752574,0.0,0.06366094157409426,1.0004196537419823,0.6256997838240596,0.0,-1.077391693480636,-2.4770102467211936,-1.754681497724511,0.0,-0.5853811890597421,-0.9968184796598003,0.24029311856490318,0.0,-1.0931208685434644
1729951384.97,0.9701989849169415,-1.7072783930895152,0.0,-0.1760922516722122,-0.9974639082515718,0.3164216357405492,0.0,-1.059857608324254,0.002020079908814355,-1.5049461460843196,0.0,-0.6670815763540445,-0.9968184796598003,-1.2563167538218925,0.0,-0.7126037559252056
1729951385.07,0.9701989849169415,-1.9036706187391477,0.0,1.0418539700190246,1.0004196537419823,0.5019885245906551,0.0,-1.2913075323884968,0.017417783800925877,-0.7652841173410766,0.0,-0.7747775414238065,0.9967185028803396,-1.9804828211058254,0.0,-0.27972190303837924
1729951385.17,-0.9656360838021067,-1.3341331643552137,0.0,0.9651329481802068,-0.9974639082515718,-0.7041962529350366,0.0,-0.9441326462921327,0.002020079908814355,-0.03357544374561089,0.0,-0.6373723446106618,-0.9968184796598003,-1.799441304284842,0.0,-0.2762309203538081
1729951385.27,0.9701989849169415,-1.3773394539981325,0.0,1.9625062320848414,1.0004196537419823,-0.8031652603217602,0.0,-1.224678008794245,0.002020079908814355,-0.4280618590753406,0.0,-0.9103259112529899,0.9967185028803396,-1.3468375122323835,0.0,0.7536089715946902
1729951385.37,-0.9656360838021067,-0.6585439081204778,0.0,1.2528367800757745,-0.9974639082515718,1.1638437614893689,0.0,-0.8669826716040518,0.002020079908814355,-0.2642227430311382,0.0,-0.6392291715946232,0.9967185028803396,-0.5562895554474232,0.0,-0.06677195927953708
1729951385.47,0.9701989849169415,-0.6349768410425218,0.0,1.4062788237534105,1.0004196537419823,0.9411634948692409,0.0,-1.2106507406691394,-0.013377623983297164,0.0395954236139354,0.0,-0.9660307207718325,-0.9968184796598003,-1.1114835403651058,0.0,0.0484304693113119
1729951385.57,-0.9656360838021067,-0.3482441915940588,0.0,2.442012618577454,-0.9974639082515718,0.30405050981720877,0.0,-1.1335007659810585,0.032815487693037396,0.2956934593723485,0.0,-0.9028986033171442,0.9967185028803396,-1.1537265609566685,0.0,1.3226391491797926
1729951385.67,0.9701989849169415,-0.8902867343870446,0.0,1.9625062320848414,1.0004196537419823,-0.462959297429898,0.0,-1.1825962044189282,0.002020079908814355,-0.2976268346518013,0.0,-0.7432114826964624,-0.9968184796598003,-1.8959967799226998,0.0,0.7012442313261223
1729951385.77,-0.9656360838021067,-0.06543938665858876,0.0,0.8116909045025705,-0.9974639082515718,-0.549557178893281,0.0,-1.2316916428567979,0.017417783800925877,-0.04789148301160968,0.0,-0.9660307207718325,0.9967185028803396,-0.5019771004011289,0.0,0.05192145199588301
1729951385.87,-0.9656360838021067,-0.7056780422763895,0.0,0.9843132036399113,1.0004196537419823,0.5638441542073573,0.0,-0.9932280847300023,-0.013377623983297164,-0.3485283075975722,0.0,-0.11374713513354238,-0.9968184796598003,-0.3209355835801454,0.0,0.26487139575472485
1729951385.97,0.9701989849169415,-0.9963385362378457,0.0,-0.6402544337970615,-0.9974639082515718,0.2236381913154959,0.0,-1.2492257280131798,0.002020079908814355,-0.13378771860759886,0.0,-0.8341960049105719,0.9967185028803396,-1.2020042987755974,0.0,0.2159976381707284
1729951386.07,0.9701989849169415,-1.208442139939449,0.0,0.17107037214843965,1.0004196537419823,-0.13512446046137694,0.0,-1.0633644253555303,2.481050406538821,-0.19264254670114708,0.0,-0.8806166795096072,-0.9968184796598003,-1.1537265609566685,0.0,0.8688114001855393
1729951386.17,-0.9656360838021067,-0.7056780422763895,0.0,-0.6018939228776524,-0.9974639082515718,-0.08563995676801517,0.0,-1.214157557700416,0.002020079908814355,-0.8607243791143984,0.0,-0.8806166795096072,0.9967185028803396,-0.9847544785904173,0.0,0.6942622659569802
1729951386.27,-0.9656360838021067,0.1309528389910438,0.0,-0.5059926455791299,-0.9974639082515718,-0.772237445513409,0.0,-1.1615553022312697,-0.013377623983297164,-1.396780516074555,0.0,-0.9623170668039096,-0.9968184796598003,-0.16403293566862645,0.0,0.6558614564266971
1729951386.37,0.9701989849169415,-1.0159777588028094,0.0,-0.4657141091137504,1.0004196537419823,0.7061121023257725,0.0,-1.1159666808246764,-2.461612542829081,-1.3745111216607802,0.0,-0.01904895895151021,0.9967185028803396,-0.2605884113064843,0.0,0.8373925560243987
1729951386.47,0.9701989849169415,-1.0199056033158016,0.0,-0.7706801709230522,-0.9974639082515718,0.7988955467508251,0.0,-1.1194734978559528,2.4656527026467097,-1.5765263424143108,0.0,-0.9660307207718325,-0.9968184796598003,-0.8700948512704612,0.0,0.7710638850175461
1729951386.57,-0.9656360838021067,-0.4817909050358089,0.0,0.16723432105649882,1.0004196537419823,0.384462828318921,0.0,-1.0107621698863845,-2.461612542829081,-1.2790708598874583,0.0,-0.7153590779370412,0.9967185028803396,-0.4778382314916644,0.0,1.2563104781729404
1729951386.67,-0.9656360838021067,-0.37966694769799997,0.0,-0.8032866052045499,-0.9974639082515718,0.23600931723883634,0.0,-1.2001302895753103,0.002020079908814355,-1.2090813345870224,0.0,-0.9047554303011058,-0.9968184796598003,-0.8519906995883628,0.0,1.6333366081066278
1729951386.77,0.9701989849169415,-0.3128935909771253,0.0,-0.4561239813838982,1.0004196537419823,-0.8217219492067708,0.0,-1.2702666302008383,2.373266479294038,-0.7970975379321839,0.0,-0.7394978287285396,0.9967185028803396,-0.043338591121304844,0.0,-1.177951747778544
1729951386.87,0.9701989849169415,-1.1495244722445588,0.0,-0.6862870469003524,-0.9974639082515718,-0.01759876418964274,0.0,-1.3063868456229855,-2.4000217272606332,-0.3326215973020189,0.0,0.4990057695737247,-0.9968184796598003,-0.12178991507706366,0.0,2.094146322470024
1729951386.97,-0.9656360838021067,-0.26183161230822044,0.0,-0.47146818575166183,-0.9974639082515718,-0.1784234011930685,0.0,-1.3035813919979642,0.002020079908814355,-0.47260064790289075,0.0,-0.763636579520038,0.9967185028803396,-0.2304148251696537,0.0,-0.9499905784760458
1729951387.07,-0.9656360838021067,0.4294690219784853,0.0,-0.3180261420740255,1.0004196537419823,-0.22172234192476004,0.0,-1.2176643747316922,0.002020079908814355,-0.9227605492670576,0.0,-0.36070512400041077,-0.9968184796598003,-0.2907619974433148,0.0,-1.1524675741811743
1729951387.17,0.9701989849169415,-0.06151154214559567,0.0,-0.6997132257221454,1.0004196537419823,-0.5062582381615895,0.0,-1.2316916428567979,-0.013377623983297164,-0.6491651321835354,0.0,-0.05061501767885427,0.9967185028803396,-0.9545808924535867,0.0,-0.7126037559252056
1729951387.27,-0.9656360838021067,0.6258612476281178,0.0,-0.4120093938265777,1.0004196537419823,-1.0629589047119095,0.0,-1.1229803148872293,0.017417783800925877,-0.5330461470259942,0.0,0.495292115605802,-0.9968184796598003,0.01097386392499085,0.0,-1.0721749724360372
1729951387.37,0.9701989849169415,-0.7017501977633973,0.0,-0.6402544337970615,-0.9974639082515718,-0.994917712133537,0.0,-1.315504569904304,-0.013377623983297164,-0.7509680780750786,0.0,0.8907962631895837,0.9967185028803396,-0.3209355835801454,0.0,-0.5101267602200772
1729951387.47,-0.9656360838021067,0.6337169366541031,0.0,-0.6018939228776524,1.0004196537419823,-0.3825469789281858,0.0,-1.1124598637934002,2.481050406538821,-0.8766310894099523,0.0,0.17220422039651553,-0.9968184796598003,0.29460557361119755,0.0,-0.953481561160617
1729951387.57,0.9701989849169415,0.5630157354202354,0.0,-0.5059926455791299,-0.9974639082515718,-0.5000726751999193,0.0,-1.1229803148872293,0.002020079908814355,-0.6825692238041985,0.0,0.6308404854349854,0.9967185028803396,-0.6347408794031827,0.0,-0.9779184399526153
1729951387.67,0.9701989849169415,0.8261813177907426,0.0,-0.8320569883941066,1.0004196537419823,-0.7660518825517388,0.0,-1.1335007659810585,0.002020079908814355,-0.04630081198205379,0.0,1.0579106917461112,-0.9968184796598003,0.39116104924905537,0.0,-0.6742029463949226
1729951387.77,-1.0866257755970445,0.6062220250631541,0.0,-0.5290089521307754,-0.9974639082515718,-0.9639898973251859,0.0,-0.8424349523851169,0.002020079908814355,0.4102217735003345,0.0,1.9306193742079765,0.9967185028803396,1.411028260673928,0.0,-1.0617020243823236
1729951387.87,0.9701989849169415,-0.03401663055464755,0.0,-0.7457458388254363,1.0004196537419823,-1.1000722824819307,0.0,-1.2527325450444562,0.002020079908814355,-0.3962484384842334,0.0,1.6149587869345359,-0.9968184796598003,1.1817090060340156,0.0,-0.6532570502874955
1729951387.97,-0.9656360838021067,1.1953987020120518,0.0,-0.5654514375042138,-0.9974639082515718,-0.02996989011298318,0.0,-0.912571293010645,0.002020079908814355,-1.105687717665924,0.0,1.0393424219064968,0.9967185028803396,0.9765286203035677,0.0,-0.8592250286771952
1729951388.07,0.9701989849169415,0.7397687385049043,0.0,-0.5040746200331595,1.0004196537419823,-0.34543360115816446,0.0,-1.0388167061365958,0.002020079908814355,-1.325200319744564,0.0,-0.7617797525360767,-0.9968184796598003,0.05321688451655298,0.0,-0.740531617401775
1729951388.17,-0.9656360838021067,0.6101498695761473,0.0,-0.8147947584803725,-0.9974639082515718,-0.6175983714716535,0.0,-0.6706009178525731,0.002020079908814355,-1.299749583271678,0.0,-0.5259627255729769,0.9967185028803396,-0.5080118176284949,0.0,-0.6742029463949226
1729951388.27,0.9701989849169415,-0.09686214276252997,0.0,-0.624910229429298,1.0004196537419823,-1.37842261575709,0.0,-1.0633644253555303,0.002020079908814355,-1.202718650468801,0.0,1.0950472314253394,-0.9968184796598003,0.9101467308025412,0.0,-1.0407561282748965
1729951388.37,-0.9656360838021067,-0.12828489886647118,0.0,-0.9797449554338314,-0.9974639082515718,-1.5887317564538777,0.0,-0.9932280847300023,0.017417783800925877,-1.1422731513456972,0.0,-0.6373723446106618,0.9967185028803396,0.9222161652572733,0.0,-0.7091127732406344
1729951388.47,-0.9656360838021067,0.8418926958427132,0.0,-0.6421724593430319,1.0004196537419823,-0.9206909565934943,0.0,-0.18315335050515283,-0.013377623983297164,-0.6984759340997518,0.0,-0.47025791605413425,-0.9968184796598003,0.8558342757562455,0.0,-1.1489765914966033
1729951388.57,0.9701989849169415,1.3210897264278165,0.0,-0.9279582656926292,-0.9974639082515718,-0.1227533345380365,0.0,-1.2281848258255217,0.002020079908814355,-0.0924302718391598,0.0,-0.8137709080869964,0.9967185028803396,1.0006674892130323,0.0,-0.8906438728383358
1729951388.67,-0.9656360838021067,0.7554801165568749,0.0,-0.7361557110955841,1.0004196537419823,-0.5248149270466002,0.0,-0.9055576589480923,0.002020079908814355,-0.9004911548532829,0.0,-0.16573829068446208,-0.9968184796598003,1.4834448674023213,0.0,-1.1175577473354625
1729951388.77,-0.9656360838021067,-1.467679877796964,0.0,-0.8838436781353088,-0.9974639082515718,-0.5619283048166215,0.0,-1.0037485358238314,0.002020079908814355,-1.7610441818427325,0.0,-0.7005044620653499,0.9967185028803396,2.201576217458888,0.0,-1.0023553187446137
1729951388.87,0.9701989849169415,-0.5799870178606256,0.0,-0.9950891598015951,1.0004196537419823,-0.8031652603217602,0.0,-0.9546530973859619,-0.16735466290441647,-2.0616810064286955,0.0,-0.7190727319049641,-0.9968184796598003,1.4774101501749546,0.0,-1.1524675741811743
1729951388.97,-0.9656360838021067,-1.3930508320501032,0.0,-0.7438278132794659,-0.9974639082515718,-0.45058817150655756,0.0,-0.07093520550430778,0.17139482272204382,-2.142805228936019,0.0,-0.6893635001615814,0.9967185028803396,0.60237615220687,0.0,-1.2194944417249411
1729951389.07,0.9701989849169415,-0.9649157801339046,0.0,-1.05838400281862,1.0004196537419823,-0.02378432715131296,0.0,-1.189609838481481,-2.461612542829081,-2.1618932812906833,0.0,-0.9047554303011058,-0.9968184796598003,-0.43559521090010156,0.0,-1.009337284113756
1729951389.17,0.9701989849169415,-1.6719277924725808,0.0,-0.7361557110955841,-0.9974639082515718,-0.8217219492067708,0.0,-0.46720553003854165,2.4656527026467097,-1.7292307612516256,0.0,-0.19173386845992185,-0.9968184796598003,-2.1313507517899777,0.0,-0.9464995957914748
1729951389.27,0.9701989849169415,-2.520342207278993,0.0,-0.8934338058651611,1.0004196537419823,-1.5701750675688668,0.0,-0.4461646278508832,-2.461612542829081,-1.7069613668378505,0.0,-0.9456056239482569,0.9967185028803396,-0.7433657894957727,0.0,-1.17480986336243
1729951389.37,-0.9656360838021067,-2.3593005822462945,0.0,-1.0046792875314472,-0.9974639082515718,-1.799040897150665,0.0,0.4094987277805594,2.4656527026467097,-0.8734497473508412,0.0,-0.6633679223861216,-0.9968184796598003,-1.4614971395523395,0.0,-0.7265676866634903
1729951389.47,0.9701989849169415,-2.288599381012427,0.0,-1.054547951726679,1.0004196537419823,0.03188573950371903,0.0,0.09388519496568315,-2.461612542829081,-1.2218067028234654,0.0,-0.8397664858624562,0.9967185028803396,-1.588226201327028,0.0,-1.0756659551206085
1729951389.57,-0.9656360838021067,-1.467679877796964,0.0,-0.9145320868708361,-0.9974639082515718,0.310236072778879,0.0,0.8829190270028742,0.002020079908814355,-1.1486358354639186,0.0,-1.008737741402945,0.9967185028803396,-1.6063303530091264,0.0,-0.9290446823686189
1729951389.67,0.9701989849169415,-1.3812672985111256,0.0,-0.4273535981943413,-0.9974639082515718,1.0153902504092835,0.0,0.6935509073139483,0.002020079908814355,-1.3236096487150084,0.0,-0.665224749370083,-0.9968184796598003,-1.968413386651093,0.0,-0.9918823706909
1729951389.77,-0.9656360838021067,-1.0002663807508387,0.0,-0.9663187766120384,1.0004196537419823,-0.2712068456181218,0.0,1.4405029349758225,0.002020079908814355,-0.9657086670650522,0.0,-0.798916292215305,0.9967185028803396,-1.7632330009206454,0.0,-0.9953733533754712
1729951389.87,0.9701989849169415,-1.4833912558489344,0.0,-0.07443689773577823,1.0004196537419823,-1.4279071194504518,0.0,0.577825945281827,0.002020079908814355,-0.9736620222128292,0.0,-0.7729207144398451,-0.9968184796598003,-1.2864903399587222,0.0,-0.9918823706909
1729951389.97,-0.9656360838021067,-1.499102633900905,0.0,-0.9356303678765111,-0.9974639082515718,-0.11656777157636627,0.0,0.283253314654609,0.002020079908814355,-0.6873412368928641,0.0,-0.7710638874558837,0.9967185028803396,-0.031269156666572616,0.0,-1.0826479204897508
1729951390.07,0.9701989849169415,-0.4032340147759559,0.0,-0.9970071853475656,-1.1223316308761662,0.7927099837891556,0.0,1.8227459913849506,0.002020079908814355,-0.08447691669138246,0.0,-0.9177532191888356,-0.9968184796598003,-0.9606156096809528,0.0,-0.7056217905560633
1729951390.17,-0.9656360838021067,-0.796018466075221,0.0,0.2803978282687555,1.1252873763665765,0.3906483912805912,0.0,1.1529439384111573,0.002020079908814355,-0.07652356154360584,0.0,-0.8917576414133759,0.9967185028803396,-1.5459831807354651,0.0,-1.0198102321674696
1729951390.27,0.9701989849169415,-1.2752154966603235,0.0,-0.3199441676199961,-0.9974639082515718,-0.34543360115816446,0.0,1.643898322789854,0.002020079908814355,0.20025319759902677,0.0,-0.9678875477557939,-0.9968184796598003,-1.3709763811418478,0.0,-0.6183472234417838
1729951390.37,-0.9656360838021067,-1.4519684997449933,0.0,-0.18376435385609405,1.0004196537419823,-0.51862936408493,0.0,1.6965005782590001,2.450254998754598,0.10640360685526025,0.0,-0.5946653239795492,0.9967185028803396,-1.0028586302725155,0.0,-1.0128282667983273
1729951390.47,0.9701989849169415,-1.0670397374717135,0.0,-0.6287462805212387,-0.9974639082515718,1.2751838947994327,0.0,-1.0949257786370181,-2.461612542829081,-0.19900523081936852,0.0,-0.8936144683973372,-0.9968184796598003,0.2583972702470009,0.0,-0.8766799421000511
1729951390.57,-0.9656360838021067,-0.48571874954880195,0.0,-0.2835016822465575,1.0004196537419823,0.7370399171341235,0.0,-0.7898326969159708,2.4656527026467097,-0.9641179960354971,0.0,-0.6856498461936585,0.9967185028803396,-0.8278518306788983,0.0,-0.09469982075610656
